zip_code,year,month,market_total_cost,market_total_kw,market_count
91740,2015.0,Nov,133264.6,18.73,5
91741,2015.0,Nov,132538.93,25.23,4
91744,2015.0,Nov,137659.6,18.15,5
91745,2015.0,Nov,148735.0,20.19,4
91748,2015.0,Nov,23651.57,5.48,1
91750,2015.0,Nov,232200.6,51.68,9
91752,2015.0,Nov,64925.0,14.41,2
91754,2015.0,Nov,100944.55,22.15,4
91761,2015.0,Nov,136098.0,28.18,5
91762,2015.0,Nov,162083.8,26.36,6
91763,2015.0,Nov,20352.0,3.43,1
91764,2015.0,Nov,113957.5,18.84,6
91765,2015.0,Nov,39374.06,9.65,2
91766,2015.0,Nov,115515.0,21.47,5
91767,2015.0,Nov,45962.5,6.25,1
91768,2015.0,Nov,30041.8,6.58,1
91770,2015.0,Nov,18000.0,4.14,1
91773,2015.0,Nov,124941.4,23.71,4
91775,2015.0,Nov,27136.0,4.6,1
91780,2015.0,Nov,107648.0,26.11,14
91784,2015.0,Nov,330708.1,62.42,10
91786,2015.0,Nov,109961.12,24.02,4
91789,2015.0,Nov,259198.0,55.5,10
91790,2015.0,Nov,86791.88,16.03,4
91791,2015.0,Nov,115519.0,25.04,4
91792,2015.0,Nov,49435.0,9.75,2
91901,2015.0,Nov,1109446.0,259.65,30
91902,2015.0,Nov,539622.0,102.36,17
91910,2015.0,Nov,376663.0,79.89,18
91911,2015.0,Nov,436329.0,84.6,19
91913,2015.0,Nov,448535.0,94.91,21
91914,2015.0,Nov,318629.0,65.93,11
91915,2015.0,Nov,411766.0,74.45,17
91916,2015.0,Nov,41457.0,9.24,1
91932,2015.0,Nov,108311.0,23.75,4
91935,2015.0,Nov,485637.0,118.92,16
91941,2015.0,Nov,1053420.0,230.53,43
91942,2015.0,Nov,338871.0,70.69,15
91945,2015.0,Nov,234467.0,43.12,9
91950,2015.0,Nov,33687.0,7.3,2
91977,2015.0,Nov,636048.0,120.05,25
91978,2015.0,Nov,46455.0,8.13,2
92003,2015.0,Nov,126596.0,22.76,3
92004,2015.0,Nov,168753.0,37.62,6
92007,2015.0,Nov,100713.0,20.18,5
92008,2015.0,Nov,409073.0,85.32,16
92009,2015.0,Nov,1538899.0,330.14,53
92010,2015.0,Nov,232728.0,46.93,11
92011,2015.0,Nov,405645.0,87.68,17
92014,2015.0,Nov,389809.0,83.4,13
92019,2015.0,Nov,996976.0,233.23,37
92020,2015.0,Nov,890268.0,189.06,33
92021,2015.0,Nov,885005.0,205.49,34
92024,2015.0,Nov,1350215.0,287.88,45
92025,2015.0,Nov,572603.0,116.24,17
92026,2015.0,Nov,747298.0,156.72,32
92027,2015.0,Nov,1248156.0,264.8,47
92028,2015.0,Nov,1499131.0,339.18,47
92029,2015.0,Nov,457266.0,98.79,15
92036,2015.0,Nov,48285.0,6.93,1
92037,2015.0,Nov,914092.0,178.41,24
92040,2015.0,Nov,866834.0,197.45,34
92054,2015.0,Nov,170022.0,38.4,9
92056,2015.0,Nov,503344.0,104.72,22
92057,2015.0,Nov,615037.0,130.61,28
92058,2015.0,Nov,162544.0,32.4,7
92061,2015.0,Nov,82750.0,19.69,3
92064,2015.0,Nov,1965435.0,436.18,65
92065,2015.0,Nov,1532460.0,359.09,47
92067,2015.0,Nov,603681.0,147.93,13
92069,2015.0,Nov,672412.0,138.15,25
92070,2015.0,Nov,30310.0,3.52,1
92071,2015.0,Nov,898250.0,192.87,38
92075,2015.0,Nov,320481.0,62.87,10
92078,2015.0,Nov,683021.0,160.52,29
92081,2015.0,Nov,472680.0,92.5,14
92082,2015.0,Nov,482338.0,116.58,16
92083,2015.0,Nov,212703.0,46.08,8
92084,2015.0,Nov,364589.0,76.3,12
92086,2015.0,Nov,62083.0,11.15,2
92091,2015.0,Nov,16621.0,3.15,1
92101,2015.0,Nov,13324.0,2.75,1
92102,2015.0,Nov,179711.0,40.96,21
92103,2015.0,Nov,216854.0,44.11,9
92104,2015.0,Nov,233227.0,37.46,10
92105,2015.0,Nov,165520.0,30.94,10
92106,2015.0,Nov,244130.0,47.94,10
92107,2015.0,Nov,75541.0,18.58,4
92109,2015.0,Nov,302880.0,60.54,13
92110,2015.0,Nov,186934.0,37.81,9
92111,2015.0,Nov,275422.0,54.18,12
92113,2015.0,Nov,38721.0,5.37,2
92114,2015.0,Nov,340632.0,66.51,17
92115,2015.0,Nov,443763.0,101.49,17
92116,2015.0,Nov,198290.0,34.45,7
92117,2015.0,Nov,532128.0,112.48,27
92118,2015.0,Nov,231880.0,60.13,10
92119,2015.0,Nov,451524.0,94.16,17
92120,2015.0,Nov,564017.0,129.37,23
92121,2015.0,Nov,71442.0,12.53,3
92122,2015.0,Nov,417810.0,83.4,17
92123,2015.0,Nov,356570.0,84.38,13
92124,2015.0,Nov,516383.0,98.82,21
92126,2015.0,Nov,603009.0,103.69,24
92127,2015.0,Nov,1700648.0,363.88,54
92128,2015.0,Nov,805949.0,162.01,34
92129,2015.0,Nov,1125516.0,227.26,43
92130,2015.0,Nov,1101576.0,229.6,38
92131,2015.0,Nov,966221.0,204.49,36
92139,2015.0,Nov,249949.0,41.74,9
92154,2015.0,Nov,430694.0,81.44,20
92173,2015.0,Nov,32640.0,5.17,2
92210,2015.0,Nov,670271.43,139.2,8
92211,2015.0,Nov,50090.91,11.36,1
92223,2015.0,Nov,401153.2,74.65,15
92225,2015.0,Nov,104775.0,22.23,3
92230,2015.0,Nov,10854.0,1.86,1
92234,2015.0,Nov,443636.28,83.06,13
92240,2015.0,Nov,156963.61,32.1,6
92241,2015.0,Nov,16375.0,2.6,1
92252,2015.0,Nov,71217.4,18.5,5
92256,2015.0,Nov,29849.0,5.06,1
92260,2015.0,Nov,987960.67,212.6,16
92262,2015.0,Nov,490029.86,98.5,17
92264,2015.0,Nov,514714.0,102.96,12
92267,2015.0,Nov,12224.8,4.75,1
92268,2015.0,Nov,11400.0,3.62,1
92270,2015.0,Nov,746381.0,144.06,15
92277,2015.0,Nov,123767.0,28.16,6
92284,2015.0,Nov,165665.4,39.96,7
92285,2015.0,Nov,21568.03,4.75,1
92301,2015.0,Nov,26954.0,6.15,2
92307,2015.0,Nov,385596.42,88.54,13
92308,2015.0,Nov,251211.82,53.48,9
92311,2015.0,Nov,131601.0,25.37,4
92313,2015.0,Nov,41536.0,6.43,1
92316,2015.0,Nov,64690.0,10.91,3
92320,2015.0,Nov,55555.62,12.46,2
92335,2015.0,Nov,313210.63,60.39,11
92336,2015.0,Nov,423135.41,77.0,15
92337,2015.0,Nov,97113.0,17.98,3
92342,2015.0,Nov,7700.0,2.66,1
92344,2015.0,Nov,93595.32,20.34,4
92345,2015.0,Nov,380122.7,76.51,14
92346,2015.0,Nov,311304.4,63.03,9
92352,2015.0,Nov,10500.0,2.7,1
92354,2015.0,Nov,158765.6,29.81,4
92356,2015.0,Nov,70165.0,14.46,2
92359,2015.0,Nov,117726.4,24.71,5
92371,2015.0,Nov,142136.75,29.95,6
92373,2015.0,Nov,425707.0,107.16,11
92374,2015.0,Nov,414745.69,87.71,14
92376,2015.0,Nov,270592.14,53.65,10
92377,2015.0,Nov,196365.89,39.8,7
92392,2015.0,Nov,231706.67,49.88,10
92394,2015.0,Nov,148929.2,26.01,7
92395,2015.0,Nov,107372.8,22.3,6
92399,2015.0,Nov,507275.62,98.91,16
92404,2015.0,Nov,50682.7,9.09,2
92405,2015.0,Nov,10422.86,1.17,1
92407,2015.0,Nov,213759.73,42.56,9
92408,2015.0,Nov,83712.8,16.68,3
92503,2015.0,Nov,154972.82,30.81,5
92504,2015.0,Nov,117737.8,24.52,4
92506,2015.0,Nov,22024.0,4.28,1
92507,2015.0,Nov,79556.45,17.87,7
92508,2015.0,Nov,93446.0,16.22,2
92509,2015.0,Nov,128477.0,23.96,4
92530,2015.0,Nov,355268.75,72.8,13
92532,2015.0,Nov,203123.76,45.75,8
92536,2015.0,Nov,32400.0,7.09,1
92543,2015.0,Nov,49106.97,15.57,2
92544,2015.0,Nov,225205.8,41.6,6
92545,2015.0,Nov,116337.0,22.48,6
92549,2015.0,Nov,17648.58,4.54,1
92551,2015.0,Nov,86248.0,15.05,3
92553,2015.0,Nov,236699.05,40.94,8
92555,2015.0,Nov,144448.2,32.29,4
92557,2015.0,Nov,88220.2,16.02,2
92562,2015.0,Nov,369144.58,88.62,13
92563,2015.0,Nov,466984.01,88.29,18
92567,2015.0,Nov,77684.0,12.19,3
92570,2015.0,Nov,137290.46,27.21,8
92571,2015.0,Nov,145090.71,30.74,6
92582,2015.0,Nov,116794.2,24.94,4
92583,2015.0,Nov,131791.34,24.96,6
92584,2015.0,Nov,577731.63,101.72,21
92585,2015.0,Nov,146534.4,24.86,4
92586,2015.0,Nov,118862.2,22.31,3
92587,2015.0,Nov,238119.51,52.42,8
92591,2015.0,Nov,224493.49,48.83,10
92592,2015.0,Nov,860244.34,192.53,34
92595,2015.0,Nov,360148.6,72.95,11
92596,2015.0,Nov,143132.0,27.05,4
92602,2015.0,Nov,78673.0,18.89,4
92603,2015.0,Nov,125567.0,29.1,4
92604,2015.0,Nov,100118.55,19.39,4
92606,2015.0,Nov,33601.28,6.18,2
92614,2015.0,Nov,24142.63,4.11,1
92617,2015.0,Nov,12211.2,2.1,1
92618,2015.0,Nov,141533.43,29.46,9
92620,2015.0,Nov,133889.0,29.19,8
92624,2015.0,Nov,19757.0,4.14,1
92625,2015.0,Nov,25807.0,4.44,1
92626,2015.0,Nov,203397.0,44.31,8
92627,2015.0,Nov,137568.0,29.5,11
92629,2015.0,Nov,167199.0,36.1,7
92630,2015.0,Nov,426410.83,86.02,14
92646,2015.0,Nov,374873.06,80.73,18
92647,2015.0,Nov,114972.38,22.51,5
92648,2015.0,Nov,71101.0,14.37,3
92649,2015.0,Nov,106472.52,16.72,3
92651,2015.0,Nov,25200.0,6.76,2
92652,2015.0,Nov,24889.0,5.33,1
92653,2015.0,Nov,419888.0,93.48,14
92656,2015.0,Nov,97027.83,17.87,3
92657,2015.0,Nov,15300.0,4.29,1
92660,2015.0,Nov,89979.1,16.29,3
92663,2015.0,Nov,151684.5,32.52,5
92672,2015.0,Nov,146931.0,32.07,5
92673,2015.0,Nov,380036.0,75.18,13
92675,2015.0,Nov,431742.0,103.73,13
92677,2015.0,Nov,267081.0,54.53,10
92679,2015.0,Nov,393052.05,79.16,10
92683,2015.0,Nov,290944.31,57.28,12
92688,2015.0,Nov,327712.75,79.74,13
92691,2015.0,Nov,449350.2,90.09,16
92692,2015.0,Nov,258337.34,56.42,11
92694,2015.0,Nov,450511.0,103.13,18
92701,2015.0,Nov,71938.47,14.34,3
92703,2015.0,Nov,56800.0,11.92,2
92704,2015.0,Nov,37620.0,6.0,1
92705,2015.0,Nov,432366.86,91.32,13
92706,2015.0,Nov,41408.0,8.2,2
92707,2015.0,Nov,68400.0,15.14,2
92708,2015.0,Nov,247195.61,50.55,10
92780,2015.0,Nov,79622.6,20.61,4
92782,2015.0,Nov,50600.0,11.1,2
92804,2015.0,Nov,47869.0,10.89,1
92821,2015.0,Nov,170615.2,29.83,7
92823,2015.0,Nov,34863.0,7.4,1
92831,2015.0,Nov,15496.25,3.47,1
92833,2015.0,Nov,59500.0,9.21,2
92835,2015.0,Nov,201377.25,41.9,6
92840,2015.0,Nov,99098.0,21.29,3
92841,2015.0,Nov,164649.12,30.76,6
92843,2015.0,Nov,20000.0,1.96,1
92844,2015.0,Nov,54000.0,12.23,2
92845,2015.0,Nov,24495.0,5.78,1
92860,2015.0,Nov,270215.75,56.03,9
92861,2015.0,Nov,143160.66,30.84,4
92865,2015.0,Nov,38363.52,5.68,1
92866,2015.0,Nov,30027.0,4.77,1
92867,2015.0,Nov,112929.0,29.12,4
92869,2015.0,Nov,169374.0,40.32,5
92870,2015.0,Nov,174191.0,25.08,7
92879,2015.0,Nov,67402.46,10.8,4
92880,2015.0,Nov,619154.29,122.91,21
92881,2015.0,Nov,330911.96,74.89,9
92882,2015.0,Nov,393170.88,79.05,13
92883,2015.0,Nov,192922.62,38.42,5
92886,2015.0,Nov,600043.4,118.14,16
92887,2015.0,Nov,200291.19,47.12,6
93001,2015.0,Nov,77342.4,14.26,2
93003,2015.0,Nov,140657.97,30.17,9
93004,2015.0,Nov,31343.0,6.33,2
93010,2015.0,Nov,280051.38,57.95,11
93012,2015.0,Nov,72784.33,15.82,3
93013,2015.0,Nov,56517.2,10.21,3
93021,2015.0,Nov,116222.94,21.79,4
93022,2015.0,Nov,57950.0,12.57,2
93023,2015.0,Nov,102554.72,23.73,7
93030,2015.0,Nov,55550.5,10.28,3
93033,2015.0,Nov,51026.0,7.64,2
93035,2015.0,Nov,19825.06,3.6,1
93036,2015.0,Nov,40526.15,9.93,2
93041,2015.0,Nov,12750.0,2.53,1
93060,2015.0,Nov,18816.88,4.21,1
93063,2015.0,Nov,399118.1,79.6,14
93065,2015.0,Nov,515889.0,101.57,17
93067,2015.0,Nov,14000.0,3.29,1
93101,2015.0,Nov,31240.0,5.07,1
93103,2015.0,Nov,81721.2,16.16,4
93105,2015.0,Nov,10698.0,1.7,1
93108,2015.0,Nov,162815.75,26.53,4
93109,2015.0,Nov,98755.02,18.89,5
93110,2015.0,Nov,59486.0,14.1,2
93111,2015.0,Nov,38880.0,12.02,2
93117,2015.0,Nov,220893.0,45.31,5
93202,2015.0,Nov,30617.0,5.17,1
93203,2015.0,Nov,112337.8,21.07,5
93204,2015.0,Nov,31948.0,5.4,1
93205,2015.0,Nov,47012.0,11.29,1
93210,2015.0,Nov,48363.65,11.46,2
93212,2015.0,Nov,64284.0,12.58,2
93215,2015.0,Nov,266892.85,49.08,9
93218,2015.0,Nov,49688.0,9.52,1
93221,2015.0,Nov,104861.85,23.02,3
93223,2015.0,Nov,55533.5,10.9,2
93225,2015.0,Nov,18305.25,4.14,1
93227,2015.0,Nov,44314.61,8.75,3
93230,2015.0,Nov,622492.74,124.74,17
93240,2015.0,Nov,39347.2,6.7,1
93244,2015.0,Nov,29000.0,7.46,1
93245,2015.0,Nov,497554.32,68.39,9
93247,2015.0,Nov,157048.17,39.05,6
93249,2015.0,Nov,15233.4,3.63,1
93250,2015.0,Nov,72171.25,14.44,2
93257,2015.0,Nov,360823.2,80.63,13
93263,2015.0,Nov,58000.0,11.07,2
93267,2015.0,Nov,17305.6,2.92,1
93268,2015.0,Nov,143345.57,29.8,4
93270,2015.0,Nov,34749.55,7.74,2
93274,2015.0,Nov,396895.79,84.31,15
93277,2015.0,Nov,262588.55,54.7,9
93280,2015.0,Nov,45260.8,7.6,2
93286,2015.0,Nov,27284.5,6.4,1
93291,2015.0,Nov,518123.78,115.42,18
93292,2015.0,Nov,272491.8,61.94,11
93301,2015.0,Nov,51251.2,8.7,2
93304,2015.0,Nov,96275.8,16.21,4
93305,2015.0,Nov,77686.6,14.39,2
93306,2015.0,Nov,261347.6,60.24,10
93307,2015.0,Nov,229441.34,42.49,9
93308,2015.0,Nov,433615.28,97.88,14
93309,2015.0,Nov,297366.76,63.52,10
93311,2015.0,Nov,829999.95,181.56,27
93312,2015.0,Nov,816185.0,188.34,26
93313,2015.0,Nov,682297.8,122.16,19
93314,2015.0,Nov,228702.79,73.05,10
93401,2015.0,Nov,96749.5,17.62,6
93402,2015.0,Nov,114195.4,22.2,7
93405,2015.0,Nov,94507.8,20.38,6
93420,2015.0,Nov,224474.39,54.05,11
93422,2015.0,Nov,314853.3,64.62,13
93428,2015.0,Nov,53270.45,10.93,3
93433,2015.0,Nov,32287.0,6.69,2
93436,2015.0,Nov,84562.4,15.15,4
93440,2015.0,Nov,23380.0,2.98,1
93442,2015.0,Nov,29925.2,6.7,2
93444,2015.0,Nov,160014.43,33.42,7
93445,2015.0,Nov,18995.2,3.2,1
93446,2015.0,Nov,398126.41,93.53,16
93453,2015.0,Nov,23112.0,5.2,1
93454,2015.0,Nov,107098.64,19.02,6
93455,2015.0,Nov,162712.25,34.3,11
93458,2015.0,Nov,88938.2,16.47,6
93460,2015.0,Nov,38604.8,6.56,1
93461,2015.0,Nov,51517.6,9.03,2
93463,2015.0,Nov,26624.0,4.54,1
93465,2015.0,Nov,282521.13,61.14,7
93501,2015.0,Nov,23520.0,5.65,1
93505,2015.0,Nov,81146.5,20.42,4
93510,2015.0,Nov,186104.0,34.5,5
93514,2015.0,Nov,150320.0,32.42,7
93523,2015.0,Nov,11724.0,1.97,1
93534,2015.0,Nov,84802.1,23.75,4
93535,2015.0,Nov,224062.55,44.3,10
93536,2015.0,Nov,329907.27,76.32,12
93543,2015.0,Nov,92430.0,15.18,3
93550,2015.0,Nov,259865.55,46.95,10
93551,2015.0,Nov,535515.15,105.94,20
93552,2015.0,Nov,234328.0,45.51,10
93553,2015.0,Nov,30000.0,5.0,1
93555,2015.0,Nov,731154.75,97.01,17
93560,2015.0,Nov,123867.8,22.22,5
93561,2015.0,Nov,319929.83,70.03,9
93601,2015.0,Nov,17064.0,3.99,1
93606,2015.0,Nov,25254.83,5.6,2
93610,2015.0,Nov,22630.4,3.82,1
93611,2015.0,Nov,834559.96,189.22,26
93612,2015.0,Nov,303488.5,63.08,11
93614,2015.0,Nov,26192.0,5.21,1
93615,2015.0,Nov,49500.0,12.34,1
93618,2015.0,Nov,165329.64,34.78,5
93619,2015.0,Nov,1356958.65,327.21,41
93622,2015.0,Nov,26624.0,4.47,1
93625,2015.0,Nov,44000.0,12.58,2
93626,2015.0,Nov,90904.0,21.17,3
93630,2015.0,Nov,116603.8,25.29,3
93631,2015.0,Nov,149516.0,34.25,5
93635,2015.0,Nov,266083.0,57.26,11
93636,2015.0,Nov,242664.45,65.14,8
93637,2015.0,Nov,316780.98,66.86,9
93638,2015.0,Nov,114301.58,22.73,4
93640,2015.0,Nov,39936.0,6.75,2
93644,2015.0,Nov,110524.0,25.35,4
93646,2015.0,Nov,35942.4,6.1,1
93647,2015.0,Nov,28385.0,6.23,1
93648,2015.0,Nov,63648.0,13.26,2
93654,2015.0,Nov,282914.95,56.88,9
93656,2015.0,Nov,46518.85,12.55,2
93657,2015.0,Nov,289160.74,73.68,11
93662,2015.0,Nov,146437.05,32.42,5
93703,2015.0,Nov,131136.36,24.15,4
93704,2015.0,Nov,279400.0,59.68,9
93705,2015.0,Nov,139323.4,30.44,6
93710,2015.0,Nov,120345.0,26.98,4
93711,2015.0,Nov,534410.68,133.3,18
93720,2015.0,Nov,483261.4,112.47,16
93722,2015.0,Nov,594286.5,134.12,25
93723,2015.0,Nov,49379.0,12.38,2
93725,2015.0,Nov,23104.0,5.43,1
93726,2015.0,Nov,91791.6,23.27,4
93727,2015.0,Nov,583917.32,137.83,21
93730,2015.0,Nov,186097.4,39.19,5
93737,2015.0,Nov,18144.0,5.11,1
93901,2015.0,Nov,15687.0,3.78,1
93905,2015.0,Nov,142542.4,23.89,8
93906,2015.0,Nov,188859.1,34.02,10
93907,2015.0,Nov,155398.0,28.1,7
93908,2015.0,Nov,170069.77,37.74,6
93921,2015.0,Nov,30000.0,5.82,1
93923,2015.0,Nov,111705.0,21.93,3
93924,2015.0,Nov,30675.0,6.67,2
93927,2015.0,Nov,46813.6,9.06,3
93930,2015.0,Nov,123343.0,25.57,3
93933,2015.0,Nov,38528.75,8.8,3
93940,2015.0,Nov,141877.04,28.13,6
93950,2015.0,Nov,27387.82,6.62,2
93953,2015.0,Nov,66500.0,8.36,1
93955,2015.0,Nov,32814.15,5.77,2
93960,2015.0,Nov,26624.0,4.47,1
94002,2015.0,Nov,86125.0,18.56,5
94005,2015.0,Nov,82660.0,16.18,3
94010,2015.0,Nov,170315.0,35.11,7
94015,2015.0,Nov,29996.0,5.03,2
94018,2015.0,Nov,58718.0,6.4,2
94019,2015.0,Nov,76973.2,15.86,3
94022,2015.0,Nov,378409.5,85.33,10
94024,2015.0,Nov,363512.0,70.66,12
94025,2015.0,Nov,110929.77,21.44,4
94027,2015.0,Nov,155950.06,31.22,2
94028,2015.0,Nov,187135.4,41.93,5
94040,2015.0,Nov,54979.0,11.03,2
94044,2015.0,Nov,53400.0,6.67,3
94060,2015.0,Nov,9481.05,1.45,1
94061,2015.0,Nov,106642.85,18.7,3
94062,2015.0,Nov,105064.0,28.26,4
94065,2015.0,Nov,70161.9,12.32,3
94066,2015.0,Nov,17500.0,3.92,1
94070,2015.0,Nov,131111.4,23.69,5
94080,2015.0,Nov,63026.7,10.09,3
94085,2015.0,Nov,41358.05,11.23,3
94086,2015.0,Nov,73850.0,17.55,5
94087,2015.0,Nov,215409.01,37.16,10
94089,2015.0,Nov,14250.0,1.61,1
94107,2015.0,Nov,42237.0,6.49,2
94109,2015.0,Nov,15000.0,5.29,1
94110,2015.0,Nov,74576.0,13.22,5
94112,2015.0,Nov,44994.0,10.34,3
94114,2015.0,Nov,28263.2,5.88,2
94116,2015.0,Nov,13000.0,5.34,1
94117,2015.0,Nov,34266.0,5.85,1
94122,2015.0,Nov,115493.8,20.54,6
94124,2015.0,Nov,10612.16,1.79,1
94127,2015.0,Nov,23450.0,3.94,1
94131,2015.0,Nov,128985.94,21.4,7
94132,2015.0,Nov,44932.23,8.79,3
94134,2015.0,Nov,99705.2,13.45,5
94305,2015.0,Nov,39780.0,4.38,1
94402,2015.0,Nov,239715.02,47.23,10
94403,2015.0,Nov,125893.0,20.32,5
94404,2015.0,Nov,77779.88,16.72,5
94503,2015.0,Nov,163259.9,29.98,5
94505,2015.0,Nov,81164.0,18.38,3
94506,2015.0,Nov,213822.12,45.91,7
94507,2015.0,Nov,305919.8,67.74,10
94508,2015.0,Nov,40171.5,8.09,1
94509,2015.0,Nov,126285.1,24.54,6
94510,2015.0,Nov,99017.0,17.25,4
94513,2015.0,Nov,986527.37,215.04,39
94515,2015.0,Nov,40053.8,6.72,2
94517,2015.0,Nov,232762.77,44.06,7
94518,2015.0,Nov,95369.05,20.37,4
94519,2015.0,Nov,47466.0,7.35,2
94520,2015.0,Nov,42393.89,10.17,1
94521,2015.0,Nov,203347.6,37.93,7
94523,2015.0,Nov,245139.6,49.7,10
94526,2015.0,Nov,124902.05,31.44,4
94530,2015.0,Nov,38383.0,7.76,3
94531,2015.0,Nov,30452.0,5.85,1
94533,2015.0,Nov,310817.87,55.01,12
94534,2015.0,Nov,245795.85,42.93,11
94536,2015.0,Nov,217099.55,42.95,9
94538,2015.0,Nov,106778.25,21.61,5
94539,2015.0,Nov,269903.0,60.85,12
94541,2015.0,Nov,82645.0,19.37,4
94542,2015.0,Nov,43547.05,7.25,2
94544,2015.0,Nov,115056.8,19.27,5
94545,2015.0,Nov,84160.32,14.94,4
94546,2015.0,Nov,55878.6,6.92,3
94547,2015.0,Nov,78599.3,15.16,7
94549,2015.0,Nov,371688.75,88.1,11
94550,2015.0,Nov,372670.87,77.11,14
94551,2015.0,Nov,118524.37,22.5,5
94552,2015.0,Nov,104776.55,23.94,4
94553,2015.0,Nov,232540.6,45.72,9
94555,2015.0,Nov,91852.8,15.51,3
94556,2015.0,Nov,54232.42,8.05,2
94558,2015.0,Nov,304658.0,57.33,11
94559,2015.0,Nov,68984.94,13.35,3
94560,2015.0,Nov,109904.1,25.29,5
94561,2015.0,Nov,430478.73,97.9,14
94563,2015.0,Nov,143828.0,28.65,3
94564,2015.0,Nov,26412.0,5.91,1
94565,2015.0,Nov,486077.75,84.41,20
94566,2015.0,Nov,286560.03,56.78,11
94567,2015.0,Nov,63000.0,11.05,1
94568,2015.0,Nov,327191.2,66.48,16
94571,2015.0,Nov,137211.25,28.47,6
94572,2015.0,Nov,15974.4,2.68,1
94574,2015.0,Nov,122557.0,26.35,3
94577,2015.0,Nov,155021.38,32.03,8
94578,2015.0,Nov,141850.0,23.13,3
94579,2015.0,Nov,45397.44,8.34,2
94580,2015.0,Nov,39627.25,8.03,2
94582,2015.0,Nov,140864.64,29.09,6
94583,2015.0,Nov,246975.96,42.18,9
94585,2015.0,Nov,77699.24,14.12,3
94586,2015.0,Nov,43586.25,11.39,2
94587,2015.0,Nov,96620.2,18.94,5
94588,2015.0,Nov,27955.2,4.75,1
94589,2015.0,Nov,94345.0,12.94,3
94590,2015.0,Nov,23660.0,3.4,1
94591,2015.0,Nov,105900.8,19.93,5
94595,2015.0,Nov,46916.0,11.64,2
94596,2015.0,Nov,130705.38,33.68,5
94597,2015.0,Nov,73326.0,13.46,3
94598,2015.0,Nov,317896.98,65.7,10
94599,2015.0,Nov,40802.6,9.41,2
94602,2015.0,Nov,197092.38,32.14,8
94603,2015.0,Nov,10000.0,2.49,1
94605,2015.0,Nov,112082.25,19.57,5
94606,2015.0,Nov,14000.0,3.74,1
94608,2015.0,Nov,31953.05,6.59,2
94609,2015.0,Nov,11520.0,2.64,1
94610,2015.0,Nov,159756.28,30.27,7
94611,2015.0,Nov,247093.95,48.05,13
94618,2015.0,Nov,76939.84,14.92,5
94619,2015.0,Nov,167014.2,32.24,8
94621,2015.0,Nov,14643.2,2.48,1
94702,2015.0,Nov,14320.0,1.84,1
94703,2015.0,Nov,59199.2,12.73,3
94704,2015.0,Nov,86911.63,19.26,3
94705,2015.0,Nov,41795.0,7.24,2
94706,2015.0,Nov,22627.0,4.78,2
94707,2015.0,Nov,49367.0,13.86,5
94708,2015.0,Nov,52090.0,9.28,2
94709,2015.0,Nov,15669.0,2.16,1
94710,2015.0,Nov,11922.0,2.86,1
94801,2015.0,Nov,19968.0,3.36,1
94803,2015.0,Nov,134924.0,17.86,7
94804,2015.0,Nov,82479.8,15.31,3
94806,2015.0,Nov,108931.6,20.21,6
94901,2015.0,Nov,197323.0,43.66,7
94903,2015.0,Nov,125322.0,23.25,4
94920,2015.0,Nov,60540.0,11.04,3
94923,2015.0,Nov,31000.0,6.78,1
94928,2015.0,Nov,127011.0,20.92,5
94930,2015.0,Nov,30516.0,5.59,1
94931,2015.0,Nov,25292.8,6.35,2
94939,2015.0,Nov,31000.0,5.47,1
94941,2015.0,Nov,83534.0,18.36,3
94947,2015.0,Nov,93484.0,20.9,6
94951,2015.0,Nov,94310.74,22.85,3
94952,2015.0,Nov,138506.5,27.14,7
94954,2015.0,Nov,11800.0,6.15,2
94956,2015.0,Nov,14600.0,4.84,1
94960,2015.0,Nov,49206.0,11.23,2
94965,2015.0,Nov,51141.26,4.42,1
95003,2015.0,Nov,106418.0,22.24,5
95004,2015.0,Nov,37273.6,6.33,1
95005,2015.0,Nov,85443.19,17.47,3
95006,2015.0,Nov,20060.0,3.88,1
95008,2015.0,Nov,80805.86,15.51,4
95010,2015.0,Nov,38247.6,6.41,2
95014,2015.0,Nov,319175.75,53.08,10
95019,2015.0,Nov,17947.76,3.06,1
95020,2015.0,Nov,379857.33,70.1,16
95023,2015.0,Nov,383390.17,84.34,16
95030,2015.0,Nov,130500.0,25.89,5
95032,2015.0,Nov,263532.95,53.16,11
95035,2015.0,Nov,152961.0,27.19,5
95037,2015.0,Nov,339743.44,66.28,16
95046,2015.0,Nov,170288.0,28.72,4
95060,2015.0,Nov,270914.75,52.05,12
95062,2015.0,Nov,186931.08,36.49,10
95065,2015.0,Nov,15500.0,2.91,1
95066,2015.0,Nov,40925.25,9.67,2
95070,2015.0,Nov,345845.69,73.26,12
95073,2015.0,Nov,24638.0,5.13,2
95076,2015.0,Nov,588773.08,108.66,14
95110,2015.0,Nov,11250.0,2.64,1
95111,2015.0,Nov,223745.1,41.19,9
95112,2015.0,Nov,62900.8,11.3,2
95116,2015.0,Nov,15970.0,3.51,1
95117,2015.0,Nov,21807.0,4.77,1
95118,2015.0,Nov,176582.0,35.52,6
95119,2015.0,Nov,31857.0,7.25,2
95120,2015.0,Nov,397424.87,70.56,13
95121,2015.0,Nov,114369.5,22.75,4
95122,2015.0,Nov,93595.0,10.67,3
95123,2015.0,Nov,369075.05,62.78,13
95124,2015.0,Nov,643880.65,110.47,22
95125,2015.0,Nov,245386.12,49.95,11
95126,2015.0,Nov,53304.61,7.6,2
