zip_code,year,month,subsidy_total_cost,subsidy_total_kw,subsidy_total_paid,subsidy_count
95963,2019.00,Aug,15350.66,2.88,8640.00,1
95966,2019.00,Aug,19805.06,3.74,11223.00,1
95991,2019.00,Aug,20273.91,4.77,14310.00,1
95993,2019.00,Aug,21404.61,4.35,13044.00,1
96021,2019.00,Aug,18518.65,3.45,10362.00,1
96080,2019.00,Aug,43726.57,9.10,27288.00,2
90061,2019.00,Sep,10606.22,2.01,6024.00,1
90220,2019.00,Sep,18175.73,3.87,11598.00,1
90242,2019.00,Sep,10905.86,1.97,5901.00,1
90262,2019.00,Sep,17163.23,3.64,10923.00,1
90270,2019.00,Sep,14191.55,3.00,8997.00,1
90280,2019.00,Sep,44561.31,9.61,27186.00,3
90604,2019.00,Sep,14523.18,3.00,8997.00,1
90805,2019.00,Sep,34658.40,6.91,20745.00,2
91016,2019.00,Sep,20819.87,2.36,7089.00,1
91750,2019.00,Sep,17325.53,3.83,11502.00,1
91906,2019.00,Sep,17415.00,4.47,13404.00,1
92056,2019.00,Sep,16823.67,3.58,10737.00,1
92086,2019.00,Sep,46445.12,9.97,29907.00,3
92104,2019.00,Sep,18559.45,4.04,12129.00,1
92105,2019.00,Sep,30719.99,5.12,15348.00,2
92113,2019.00,Sep,10363.00,2.12,6360.00,1
92114,2019.00,Sep,33256.28,6.13,18393.00,2
92116,2019.00,Sep,18224.08,3.10,9285.00,1
92117,2019.00,Sep,20268.08,3.54,10614.00,1
92128,2019.00,Sep,17414.29,2.48,7455.00,1
92139,2019.00,Sep,22802.97,4.04,12129.00,1
92154,2019.00,Sep,39119.17,8.00,23985.00,2
92240,2019.00,Sep,13606.24,2.31,6933.00,1
92394,2019.00,Sep,17704.57,2.62,7854.00,1
92395,2019.00,Sep,39929.93,8.00,24006.00,2
92405,2019.00,Sep,15590.87,2.36,7068.00,1
92410,2019.00,Sep,14135.43,2.36,7068.00,1
92411,2019.00,Sep,35491.92,6.81,20421.00,2
92543,2019.00,Sep,43877.00,8.00,23991.00,2
92553,2019.00,Sep,17260.56,2.89,8667.00,1
92557,2019.00,Sep,35457.21,6.54,19632.00,2
92570,2019.00,Sep,44111.08,8.59,25776.00,2
92571,2019.00,Sep,21181.23,4.60,13797.00,1
92572,2019.00,Sep,15849.34,2.53,7581.00,1
93215,2019.00,Sep,32861.55,6.63,19878.00,2
93219,2019.00,Sep,14449.75,2.94,8820.00,1
93230,2019.00,Sep,21947.13,4.97,14910.00,1
93235,2019.00,Sep,37342.63,7.94,23820.00,2
93247,2019.00,Sep,40332.67,9.21,27630.00,2
93257,2019.00,Sep,172871.19,37.50,112494.00,9
93261,2019.00,Sep,22168.77,4.97,14910.00,1
93267,2019.00,Sep,18486.78,4.54,13626.00,1
93274,2019.00,Sep,56966.60,12.98,38934.00,3
93277,2019.00,Sep,58736.67,13.12,39360.00,3
93286,2019.00,Sep,12825.82,2.67,8016.00,1
93291,2019.00,Sep,93835.96,20.87,62601.00,5
93292,2019.00,Sep,140871.36,31.00,92994.00,8
93451,2019.00,Sep,38947.82,7.85,23562.00,3
93514,2019.00,Sep,164696.97,41.29,123861.00,14
93535,2019.00,Sep,20957.65,4.42,13254.00,1
93930,2019.00,Sep,20112.59,4.81,14430.00,1
94801,2019.00,Sep,34277.04,6.71,20121.00,3
95023,2019.00,Sep,20492.77,4.97,14922.00,1
95403,2019.00,Sep,29336.31,6.39,19182.00,2
95437,2019.00,Sep,13358.44,2.53,7581.00,1
95503,2019.00,Sep,21431.52,4.97,14922.00,1
95551,2019.00,Sep,15003.01,2.88,8640.00,1
92070,2019.00,Oct,23598.06,4.86,14571.00,1
92405,2019.00,Oct,16017.31,2.62,7854.00,1
93247,2019.00,Oct,50981.43,10.57,31722.00,3
93254,2019.00,Oct,17395.07,2.98,8928.00,1
93257,2019.00,Oct,18407.72,3.87,11598.00,1
93291,2019.00,Oct,96607.95,21.27,63807.00,5
93292,2019.00,Oct,15219.47,3.04,9111.00,1
93451,2019.00,Oct,86325.27,16.06,48168.00,6
93458,2019.00,Oct,17011.53,4.01,12024.00,1
93514,2019.00,Oct,15974.38,4.01,12024.00,2
93635,2019.00,Oct,174316.43,37.52,112548.00,9
93905,2019.00,Oct,91248.57,16.67,50010.00,6
93907,2019.00,Oct,14901.11,2.47,7410.00,1
93925,2019.00,Oct,13199.28,2.47,7410.00,1
93927,2019.00,Oct,58248.26,11.21,33753.00,4
93930,2019.00,Oct,31468.62,6.04,18111.00,2
94025,2019.00,Oct,49035.55,8.23,24681.00,2
94303,2019.00,Oct,58606.62,11.56,34668.00,3
94536,2019.00,Oct,17146.53,2.93,8802.00,2
94565,2019.00,Oct,41592.42,8.17,24507.00,2
94805,2019.00,Oct,17586.97,2.70,8088.00,1
95060,2019.00,Oct,16738.83,2.71,8115.00,1
95133,2019.00,Oct,21184.90,3.88,11640.00,1
95210,2019.00,Oct,20793.19,5.00,14985.00,1
95212,2019.00,Oct,23205.07,4.76,14286.00,1
95322,2019.00,Oct,22107.00,4.97,14922.00,1
95330,2019.00,Oct,14779.28,2.62,7854.00,1
95428,2019.00,Oct,39938.88,9.41,28245.00,2
95551,2019.00,Oct,18677.77,3.74,11223.00,1
95776,2019.00,Oct,18578.39,3.71,11130.00,1
95953,2019.00,Oct,12041.71,2.01,6024.00,1
96007,2019.00,Oct,21485.09,4.69,14082.00,1
96022,2019.00,Oct,137984.50,29.82,89460.00,6
96080,2019.00,Oct,13385.55,2.48,7455.00,1
90220,2019.00,Nov,15788.05,3.07,9219.00,1
90262,2019.00,Nov,15076.44,2.76,8283.00,1
90280,2019.00,Nov,17738.52,3.59,10767.00,1
90606,2019.00,Nov,22343.19,4.97,14910.00,1
90805,2019.00,Nov,45542.26,8.24,24732.00,3
90806,2019.00,Nov,41554.57,9.16,27339.00,2
91722,2019.00,Nov,20490.69,4.42,13254.00,1
91767,2019.00,Nov,16538.48,3.31,9942.00,1
91768,2019.00,Nov,16027.36,3.07,9219.00,1
91775,2019.00,Nov,20066.13,4.42,13254.00,1
92240,2019.00,Nov,63130.42,12.18,36534.00,3
92345,2019.00,Nov,19130.32,3.84,11526.00,1
92395,2019.00,Nov,25123.35,4.94,14817.00,1
92543,2019.00,Nov,17540.56,2.74,8232.00,1
92555,2019.00,Nov,13078.25,1.83,5499.00,1
92841,2019.00,Nov,22176.00,4.69,14082.00,1
93040,2019.00,Nov,16743.07,3.31,9939.00,1
93215,2019.00,Nov,20540.40,4.19,12582.00,1
93247,2019.00,Nov,15787.90,3.04,9111.00,1
93272,2019.00,Nov,13394.60,2.38,7155.00,1
93274,2019.00,Nov,19364.11,4.77,14310.00,1
93291,2019.00,Nov,20080.11,4.51,13527.00,1
93514,2019.00,Nov,26976.59,6.04,18135.00,2
93635,2019.00,Nov,50448.69,10.50,31497.00,3
94025,2019.00,Nov,13900.53,2.31,6933.00,1
94124,2019.00,Nov,16830.72,2.25,6741.00,1
94134,2019.00,Nov,15709.33,2.98,8928.00,1
94536,2019.00,Nov,8616.24,1.89,5679.00,1
94565,2019.00,Nov,122045.48,24.48,73452.00,7
94801,2019.00,Nov,93346.27,10.47,31416.00,7
95204,2019.00,Nov,22244.11,4.76,14283.00,1
95205,2019.00,Nov,18428.62,3.92,11763.00,1
95206,2019.00,Nov,86143.81,17.71,53142.00,4
95210,2019.00,Nov,43325.78,9.38,28140.00,2
95212,2019.00,Nov,261498.71,52.26,156789.00,14
95322,2019.00,Nov,71805.71,15.19,45558.00,4
95330,2019.00,Nov,41130.87,7.93,23778.00,2
95806,2019.00,Nov,10683.64,1.93,5802.00,1
95961,2019.00,Nov,18775.41,3.87,11598.00,1
90220,2019.00,Dec,15831.94,3.04,9111.00,1
90221,2019.00,Dec,13104.98,2.44,7308.00,1
90280,2019.00,Dec,11813.97,2.21,6627.00,1
90745,2019.00,Dec,18586.05,3.87,11598.00,1
90805,2019.00,Dec,20018.19,4.42,13254.00,1
90807,2019.00,Dec,33292.10,6.56,19674.00,2
91905,2019.00,Dec,37408.95,7.92,23772.00,2
92240,2019.00,Dec,154137.38,29.61,88827.00,8
92395,2019.00,Dec,24035.90,4.97,14922.00,1
92405,2019.00,Dec,20539.58,4.39,13173.00,1
92407,2019.00,Dec,25267.04,4.94,14817.00,1
92410,2019.00,Dec,17694.44,3.57,10701.00,1
92543,2019.00,Dec,31480.15,5.55,16638.00,2
92553,2019.00,Dec,35109.05,5.24,15708.00,2
92571,2019.00,Dec,38511.05,7.68,23049.00,2
92583,2019.00,Dec,20799.88,3.57,10701.00,1
93202,2019.00,Dec,20131.52,4.42,13254.00,1
93223,2019.00,Dec,14224.66,2.65,7956.00,1
93227,2019.00,Dec,36002.96,7.38,22146.00,2
93235,2019.00,Dec,15500.89,3.04,9111.00,1
93257,2019.00,Dec,228272.66,49.18,147546.00,12
93274,2019.00,Dec,12596.39,2.21,6627.00,1
93286,2019.00,Dec,34953.22,7.69,23073.00,2
93291,2019.00,Dec,127123.18,26.91,80742.00,7
93292,2019.00,Dec,19611.64,4.77,14310.00,1
93451,2019.00,Dec,86787.34,16.40,49194.00,6
93454,2019.00,Dec,17809.44,2.71,8115.00,1
93514,2019.00,Dec,101838.31,27.71,83115.00,11
93535,2019.00,Dec,29029.25,5.08,15252.00,2
93550,2019.00,Dec,51278.78,10.26,30783.00,3
93635,2019.00,Dec,73935.80,15.09,45273.00,4
93703,2019.00,Dec,13162.55,2.48,7455.00,1
93706,2019.00,Dec,38060.72,8.75,26259.00,2
93905,2019.00,Dec,20135.69,4.39,13170.00,1
93906,2019.00,Dec,35085.80,7.13,21402.00,2
93926,2019.00,Dec,13099.70,2.47,7410.00,1
93927,2019.00,Dec,53793.62,10.85,32547.00,3
94124,2019.00,Dec,27550.37,4.54,13617.00,2
94132,2019.00,Dec,9858.12,1.36,4077.00,1
94509,2019.00,Dec,26701.01,4.78,14337.00,1
94536,2019.00,Dec,54529.02,11.36,34065.00,6
94565,2019.00,Dec,84484.00,16.44,49329.00,5
94572,2019.00,Dec,41007.73,7.85,23559.00,2
94590,2019.00,Dec,14044.45,2.40,7209.00,1
94801,2019.00,Dec,257338.56,32.23,96690.00,19
94804,2019.00,Dec,12942.95,2.32,6963.00,1
94806,2019.00,Dec,21436.15,4.55,13647.00,1
95023,2019.00,Dec,14367.33,2.84,8511.00,1
95076,2019.00,Dec,36791.87,6.85,20559.00,2
95204,2019.00,Dec,20193.87,3.71,11130.00,1
95206,2019.00,Dec,175391.19,36.63,109896.00,9
95210,2019.00,Dec,18044.64,3.61,10821.00,1
95212,2019.00,Dec,204248.35,41.45,124338.00,11
95215,2019.00,Dec,14888.39,2.83,8499.00,1
95322,2019.00,Dec,22186.79,4.94,14817.00,1
95330,2019.00,Dec,115800.43,22.11,66342.00,6
95336,2019.00,Dec,59232.02,12.12,36375.00,3
95337,2019.00,Dec,54919.39,10.79,32379.00,3
95340,2019.00,Dec,23299.46,4.97,14910.00,1
95377,2019.00,Dec,18705.02,3.98,11925.00,1
95403,2019.00,Dec,14660.43,2.57,7722.00,1
95425,2019.00,Dec,14825.02,2.62,7854.00,1
95428,2019.00,Dec,16623.34,3.40,10209.00,1
95482,2019.00,Dec,36018.40,7.84,23532.00,2
95901,2019.00,Dec,46803.35,8.99,26958.00,2
95919,2019.00,Dec,27616.06,4.93,14802.00,1
95961,2019.00,Dec,40422.73,8.03,24096.00,2
96021,2019.00,Dec,17385.56,3.31,9942.00,1
96022,2019.00,Dec,21708.73,4.77,14304.00,1
90220,2020.00,Jan,13061.04,2.21,6624.00,1
90221,2020.00,Jan,21666.10,4.97,14910.00,1
90222,2020.00,Jan,20773.75,3.59,10770.00,1
90248,2020.00,Jan,16096.82,2.48,7455.00,1
90262,2020.00,Jan,10446.59,1.52,4548.00,1
90280,2020.00,Jan,54071.54,9.05,27147.00,4
90301,2020.00,Jan,14895.16,2.76,8283.00,1
90723,2020.00,Jan,12937.14,2.28,6828.00,1
91706,2020.00,Jan,18632.93,3.96,11598.00,1
91730,2020.00,Jan,40815.20,7.41,22230.00,2
91754,2020.00,Jan,15425.81,2.73,8202.00,1
91905,2020.00,Jan,35500.22,6.84,20514.00,2
91932,2020.00,Jan,46422.06,9.09,27282.00,2
91935,2020.00,Jan,24801.54,3.35,10047.00,1
91945,2020.00,Jan,38664.81,7.56,22683.00,2
91950,2020.00,Jan,23506.98,4.74,14232.00,1
91977,2020.00,Jan,39630.36,7.16,21474.00,2
92020,2020.00,Jan,23656.32,4.62,13866.00,1
92027,2020.00,Jan,21696.19,3.99,11964.00,1
92061,2020.00,Jan,22159.77,4.42,13254.00,1
92064,2020.00,Jan,22808.82,4.60,13806.00,1
92065,2020.00,Jan,26275.39,4.74,14232.00,1
92070,2020.00,Jan,103292.04,20.42,61266.00,5
92084,2020.00,Jan,25174.35,4.77,14322.00,1
92086,2020.00,Jan,80198.84,15.97,47901.00,4
92102,2020.00,Jan,90130.50,14.91,44730.00,5
92105,2020.00,Jan,61664.08,11.01,33024.00,3
92113,2020.00,Jan,15466.14,3.07,9201.00,1
92114,2020.00,Jan,106335.24,20.00,59991.00,5
92115,2020.00,Jan,57674.95,10.79,32364.00,3
92117,2020.00,Jan,30100.37,5.24,15714.00,2
92120,2020.00,Jan,42934.99,7.89,23682.00,2
92126,2020.00,Jan,17774.77,3.18,9540.00,1
92128,2020.00,Jan,40563.60,6.82,20469.00,2
92154,2020.00,Jan,19609.44,3.39,10182.00,1
92234,2020.00,Jan,45727.99,9.39,28176.00,2
92240,2020.00,Jan,137552.84,23.46,70383.00,8
92282,2020.00,Jan,27052.64,4.94,14820.00,1
92301,2020.00,Jan,19254.90,3.84,11526.00,1
92313,2020.00,Jan,13613.23,2.62,7854.00,1
92376,2020.00,Jan,43984.61,8.28,24837.00,2
92394,2020.00,Jan,16023.62,2.86,8574.00,1
92404,2020.00,Jan,18268.10,3.02,9054.00,1
92509,2020.00,Jan,20923.18,3.84,11526.00,1
92551,2020.00,Jan,26869.13,4.45,13353.00,1
92553,2020.00,Jan,24634.87,4.67,13995.00,1
92570,2020.00,Jan,39211.79,7.99,23955.00,2
92571,2020.00,Jan,41195.64,7.51,22527.00,2
92582,2020.00,Jan,22043.69,4.67,13995.00,1
93215,2020.00,Jan,32886.91,6.89,20685.00,2
93223,2020.00,Jan,39373.33,8.66,25983.00,2
93230,2020.00,Jan,61821.50,13.25,39762.00,3
93247,2020.00,Jan,39132.09,8.66,25986.00,2
93257,2020.00,Jan,58072.60,12.60,37803.00,3
93274,2020.00,Jan,53633.74,11.46,34368.00,3
93277,2020.00,Jan,19315.35,3.87,11598.00,1
93291,2020.00,Jan,36869.77,8.10,24294.00,2
93514,2020.00,Jan,15050.00,4.13,12384.00,1
93535,2020.00,Jan,19261.88,3.87,11598.00,1
93706,2020.00,Jan,54645.82,12.04,36108.00,3
93927,2020.00,Jan,21276.86,4.06,12174.00,1
94124,2020.00,Jan,31262.22,5.21,15636.00,2
94303,2020.00,Jan,12931.03,1.48,4425.00,1
94561,2020.00,Jan,21362.84,4.93,14802.00,1
94565,2020.00,Jan,51245.11,9.11,27336.00,3
94601,2020.00,Jan,14708.26,2.90,8703.00,1
94801,2020.00,Jan,205673.91,27.69,83061.00,15
94804,2020.00,Jan,37217.44,6.90,20703.00,2
94806,2020.00,Jan,14265.86,2.40,7209.00,1
95206,2020.00,Jan,85997.18,17.17,51513.00,4
95210,2020.00,Jan,46508.69,9.56,28686.00,2
95212,2020.00,Jan,101029.85,20.73,62196.00,5
95330,2020.00,Jan,39378.89,8.24,24711.00,2
95334,2020.00,Jan,20109.01,4.27,12807.00,1
95336,2020.00,Jan,15410.33,2.53,7581.00,1
95337,2020.00,Jan,21112.67,4.48,13443.00,1
95340,2020.00,Jan,16699.50,2.80,8391.00,1
95361,2020.00,Jan,21236.87,4.94,14808.00,1
95966,2020.00,Jan,25504.45,4.90,14700.00,1
90201,2020.00,Feb,15312.35,3.16,9468.00,1
90220,2020.00,Feb,21124.96,4.07,12198.00,1
90280,2020.00,Feb,15061.86,2.76,8283.00,1
90745,2020.00,Feb,15596.71,3.41,10242.00,1
90746,2020.00,Feb,16807.02,3.48,10452.00,1
90805,2020.00,Feb,15731.78,2.98,8949.00,1
91766,2020.00,Feb,22130.83,4.55,13659.00,1
91767,2020.00,Feb,18914.42,4.36,13068.00,1
91768,2020.00,Feb,21910.22,4.07,12195.00,1
91786,2020.00,Feb,24488.76,4.94,14817.00,1
91905,2020.00,Feb,18769.30,3.83,11502.00,1
92025,2020.00,Feb,15767.15,2.45,7341.00,1
92102,2020.00,Feb,47337.34,7.82,23445.00,3
92114,2020.00,Feb,33547.70,5.01,15027.00,2
92240,2020.00,Feb,21586.39,4.42,13254.00,1
92376,2020.00,Feb,23901.33,4.67,13995.00,1
93223,2020.00,Feb,44287.53,9.64,28929.00,2
93247,2020.00,Feb,13923.71,2.40,7215.00,1
93257,2020.00,Feb,38223.81,8.44,25332.00,2
93291,2020.00,Feb,32254.10,6.25,18759.00,2
93451,2020.00,Feb,28946.20,5.52,16569.00,2
93535,2020.00,Feb,38268.73,8.13,24390.00,2
93706,2020.00,Feb,17356.06,3.77,11325.00,1
94303,2020.00,Feb,32115.93,6.16,18492.00,2
94565,2020.00,Feb,47186.58,9.77,29310.00,2
94801,2020.00,Feb,10385.23,1.83,5499.00,1
94804,2020.00,Feb,24616.52,4.97,14910.00,1
95020,2020.00,Feb,21560.40,4.78,14337.00,1
95212,2020.00,Feb,42378.17,8.89,26673.00,2
95215,2020.00,Feb,16843.43,3.33,9990.00,1
95330,2020.00,Feb,44544.34,8.95,26859.00,2
95337,2020.00,Feb,16049.32,3.03,9090.00,1
95428,2020.00,Feb,22146.00,4.97,14922.00,1
95468,2020.00,Feb,17517.53,3.78,11346.00,1
95551,2020.00,Feb,14941.17,2.88,8640.00,1
90047,2020.00,Mar,14936.28,2.76,8283.00,1
90063,2020.00,Mar,13172.53,2.53,7590.00,1
90262,2020.00,Mar,13131.27,2.21,6627.00,1
90604,2020.00,Mar,21327.44,4.65,13938.00,1
90605,2020.00,Mar,15832.75,2.99,8961.00,1
90670,2020.00,Mar,14829.62,3.19,9582.00,1
90746,2020.00,Mar,18368.72,3.19,9582.00,1
90805,2020.00,Mar,39123.03,7.46,22389.00,2
91901,2020.00,Mar,15533.75,3.98,11949.00,1
91945,2020.00,Mar,17276.64,2.99,8973.00,1
91950,2020.00,Mar,16254.00,4.27,12804.00,1
91977,2020.00,Mar,12917.29,1.82,5457.00,1
92065,2020.00,Mar,31258.71,4.89,14682.00,1
92113,2020.00,Mar,16756.20,3.13,9399.00,1
92114,2020.00,Mar,14231.18,1.99,5976.00,1
92117,2020.00,Mar,20524.76,3.98,11949.00,1
92240,2020.00,Mar,36988.06,7.16,21486.00,2
92277,2020.00,Mar,25845.19,4.97,14922.00,1
92376,2020.00,Mar,22123.77,4.16,12474.00,1
92407,2020.00,Mar,23738.02,4.67,13995.00,1
92544,2020.00,Mar,20860.95,3.67,10995.00,1
92571,2020.00,Mar,21232.79,4.42,13254.00,1
92583,2020.00,Mar,12121.37,1.82,5457.00,1
92647,2020.00,Mar,19777.14,3.98,11952.00,1
93221,2020.00,Mar,20886.92,4.65,13938.00,1
93227,2020.00,Mar,15906.09,3.29,9858.00,1
93230,2020.00,Mar,36857.71,8.06,24195.00,2
93247,2020.00,Mar,13388.98,2.16,6492.00,1
93257,2020.00,Mar,42602.53,9.45,28353.00,2
93286,2020.00,Mar,54391.10,12.00,36003.00,3
93291,2020.00,Mar,101806.01,21.93,65802.00,5
93292,2020.00,Mar,20731.52,4.65,13938.00,1
93451,2020.00,Mar,57896.86,11.04,31803.45,4
93591,2020.00,Mar,24886.92,4.97,14910.00,1
93635,2020.00,Mar,40757.73,8.46,25380.00,2
93706,2020.00,Mar,58113.71,12.32,36969.00,3
93905,2020.00,Mar,40946.99,8.90,26706.00,2
94124,2020.00,Mar,18213.53,2.17,6516.00,1
94134,2020.00,Mar,11707.85,1.97,5904.00,1
94801,2020.00,Mar,28113.30,4.01,12033.00,2
95206,2020.00,Mar,82682.84,17.64,52923.00,4
95212,2020.00,Mar,60875.91,12.63,37881.00,3
95322,2020.00,Mar,22603.92,4.87,14610.00,1
95330,2020.00,Mar,23652.87,4.51,13518.00,1
95551,2020.00,Mar,15030.55,2.88,8640.00,1
95901,2020.00,Mar,23577.75,5.04,15126.00,1
95928,2020.00,Mar,22038.12,4.72,14151.00,1
95961,2020.00,Mar,15716.62,3.23,9678.00,1
95982,2020.00,Mar,17330.54,3.44,10326.00,1
96022,2020.00,Mar,44485.45,9.74,29217.00,2
90047,2020.00,Apr,12109.56,1.99,5976.00,1
90220,2020.00,Apr,16776.78,3.29,9858.00,1
90221,2020.00,Apr,20060.31,3.52,10563.00,1
90262,2020.00,Apr,23037.20,3.70,11097.00,2
90280,2020.00,Apr,10737.42,1.71,5121.00,1
90723,2020.00,Apr,13993.80,2.93,8781.00,1
90745,2020.00,Apr,13462.20,2.90,8712.00,1
90805,2020.00,Apr,35042.14,6.74,20232.00,2
90806,2020.00,Apr,13993.80,2.93,8781.00,1
90813,2020.00,Apr,14115.25,2.61,7839.00,1
91706,2020.00,Apr,45338.23,8.48,25431.00,2
92116,2020.00,Apr,18659.76,3.33,9990.00,1
92234,2020.00,Apr,44858.67,10.92,32760.00,3
92240,2020.00,Apr,38014.27,6.76,20271.00,2
92277,2020.00,Apr,22456.05,4.42,13254.00,1
92308,2020.00,Apr,18346.58,2.60,7797.00,1
92345,2020.00,Apr,17208.25,2.60,7797.00,1
92346,2020.00,Apr,57393.80,10.17,30522.00,3
92405,2020.00,Apr,34302.95,6.41,19227.00,2
92408,2020.00,Apr,14918.11,2.08,6237.00,1
92543,2020.00,Apr,20958.90,3.67,10995.00,1
92544,2020.00,Apr,25934.42,4.94,14817.00,1
92571,2020.00,Apr,68505.37,13.03,39093.00,3
92585,2020.00,Apr,24586.33,4.97,14925.00,1
92701,2020.00,Apr,14463.72,2.60,7806.00,1
93221,2020.00,Apr,18200.43,3.87,11595.00,1
93223,2020.00,Apr,34558.89,7.38,22152.00,2
93230,2020.00,Apr,37444.18,7.67,23010.00,2
93257,2020.00,Apr,69858.90,14.59,43764.00,4
93274,2020.00,Apr,30056.70,6.10,18306.00,2
93286,2020.00,Apr,56684.45,12.78,38343.00,3
93291,2020.00,Apr,18416.92,3.71,11139.00,1
93292,2020.00,Apr,22399.10,4.78,14337.00,1
93535,2020.00,Apr,55701.37,12.80,38406.00,3
93706,2020.00,Apr,32037.58,6.74,20229.00,2
95206,2020.00,Apr,19307.13,4.18,12546.00,1
95212,2020.00,Apr,40002.97,8.36,25077.00,2
95376,2020.00,Apr,20357.10,4.20,12585.00,1
90280,2020.00,May,13723.08,1.99,5976.00,1
90804,2020.00,May,10858.35,2.05,6147.00,1
91905,2020.00,May,24900.33,4.89,14682.00,1
91906,2020.00,May,50268.08,9.24,27732.00,2
92082,2020.00,May,26666.09,4.89,14682.00,1
92102,2020.00,May,19056.78,2.56,7683.00,1
92105,2020.00,May,25604.81,4.72,14151.00,1
92113,2020.00,May,49968.51,8.69,26082.00,2
92115,2020.00,May,13518.56,1.90,5712.00,1
92119,2020.00,May,17045.91,3.05,9156.00,1
92225,2020.00,May,23548.07,4.71,14139.00,1
92240,2020.00,May,43604.92,7.61,22827.00,2
92328,2020.00,May,29960.70,6.85,20562.00,2
92363,2020.00,May,78252.77,15.36,46065.00,4
92374,2020.00,May,9436.35,2.85,8538.00,1
92553,2020.00,May,23911.79,4.39,13170.00,1
92704,2020.00,May,20036.70,4.10,12294.00,1
92706,2020.00,May,21759.41,4.78,14337.00,1
93215,2020.00,May,23216.00,4.98,14928.00,1
93219,2020.00,May,37050.03,8.06,24195.00,2
93256,2020.00,May,22853.56,4.94,14808.00,1
93257,2020.00,May,50737.27,9.75,29259.00,3
93286,2020.00,May,19853.97,4.48,13440.00,1
93292,2020.00,May,15710.18,2.99,8961.00,1
93451,2020.00,May,14386.48,2.76,8283.00,1
93646,2020.00,May,18958.49,4.18,12546.00,1
93662,2020.00,May,20896.72,4.78,14337.00,1
93905,2020.00,May,19425.67,3.98,11949.00,1
94124,2020.00,May,13697.81,2.62,7854.00,1
94565,2020.00,May,25963.02,4.97,14910.00,1
94801,2020.00,May,39025.75,4.35,13050.00,3
94804,2020.00,May,16547.62,3.27,9804.00,1
94806,2020.00,May,25386.07,4.60,13797.00,1
95205,2020.00,May,46483.81,9.16,27477.00,3
95206,2020.00,May,117198.82,24.81,74442.00,6
95212,2020.00,May,107897.15,21.86,65571.00,6
95215,2020.00,May,21407.48,4.78,14337.00,1
95231,2020.00,May,18760.11,4.07,12195.00,1
95330,2020.00,May,16773.95,2.93,8778.00,1
90262,2020.00,Jun,13021.45,2.63,7902.00,1
90805,2020.00,Jun,12481.04,2.05,6147.00,1
92240,2020.00,Jun,40822.49,7.48,22425.00,2
92277,2020.00,Jun,26990.63,4.97,14925.00,1
92285,2020.00,Jun,13765.78,2.05,6147.00,1
92328,2020.00,Jun,14980.35,3.43,10281.00,1
92407,2020.00,Jun,17669.00,2.86,8574.00,1
92530,2020.00,Jun,9223.50,3.07,9213.00,1
92553,2020.00,Jun,27339.82,4.39,13170.00,1
93223,2020.00,Jun,15229.87,2.93,8778.00,1
93230,2020.00,Jun,76667.39,16.63,49893.00,4
93257,2020.00,Jun,115888.83,24.69,74061.00,6
93274,2020.00,Jun,12155.62,2.05,6147.00,1
93286,2020.00,Jun,21082.60,4.78,14337.00,1
93291,2020.00,Jun,44876.77,8.53,25602.00,3
93292,2020.00,Jun,40902.87,8.66,25986.00,2
93654,2020.00,Jun,19208.38,4.18,12546.00,1
93727,2020.00,Jun,22231.17,4.68,14049.00,1
95204,2020.00,Jun,17739.98,3.88,11646.00,1
95206,2020.00,Jun,30084.22,5.93,17793.00,2
95207,2020.00,Jun,16758.70,3.58,10752.00,1
95210,2020.00,Jun,107751.53,23.79,71376.00,5
95212,2020.00,Jun,83730.63,18.34,55017.00,4
95330,2020.00,Jun,38031.80,7.12,21360.00,2
95336,2020.00,Jun,31080.76,5.35,16059.00,2
95337,2020.00,Jun,55232.77,11.25,33741.00,3
95367,2020.00,Jun,16898.94,3.22,9657.00,1
90220,2020.00,Jul,19429.80,4.78,14337.00,1
90221,2020.00,Jul,29772.39,5.85,17559.00,2
90262,2020.00,Jul,12932.63,1.99,5976.00,1
90620,2020.00,Jul,17613.40,4.18,12546.00,1
90723,2020.00,Jul,11953.99,1.89,5667.00,1
90746,2020.00,Jul,19948.31,4.18,12546.00,1
90805,2020.00,Jul,16356.59,3.29,9858.00,1
90810,2020.00,Jul,18784.26,3.58,10752.00,1
91761,2020.00,Jul,15010.96,2.63,7902.00,1
91766,2020.00,Jul,33055.76,6.46,19374.00,2
91906,2020.00,Jul,32815.69,5.30,15909.00,2
92062,2020.00,Jul,17660.82,3.29,9858.00,1
92105,2020.00,Jul,26700.20,4.97,14925.00,1
92113,2020.00,Jul,11804.81,1.40,4185.00,1
92114,2020.00,Jul,22569.07,4.39,13170.00,1
92225,2020.00,Jul,27473.94,4.97,14925.00,1
92240,2020.00,Jul,31262.04,5.27,15804.00,2
92277,2020.00,Jul,11934.00,3.49,10482.00,1
92557,2020.00,Jul,23524.86,4.39,13170.00,1
92571,2020.00,Jul,23385.25,4.97,14925.00,1
93227,2020.00,Jul,16344.20,3.22,9657.00,1
93230,2020.00,Jul,21028.16,4.78,14337.00,1
93247,2020.00,Jul,19630.58,3.88,11649.00,1
93257,2020.00,Jul,16985.91,3.58,10752.00,1
93291,2020.00,Jul,18081.49,3.88,11649.00,1
93654,2020.00,Jul,18978.51,4.18,12546.00,1
93662,2020.00,Jul,18362.15,3.80,11412.00,1
93706,2020.00,Jul,22821.42,4.94,14808.00,1
