zip_code,year,month,subsidy_total_cost,subsidy_total_kw,subsidy_total_paid,subsidy_count
92113,2017.00,Sep,30322.78,6.84,20523.00,2
92114,2017.00,Sep,80167.08,14.67,44010.00,5
92139,2017.00,Sep,18226.51,3.31,9936.00,1
93422,2017.00,Sep,52163.78,12.07,36198.00,3
93618,2017.00,Sep,33145.07,8.50,25503.00,2
93622,2017.00,Sep,14785.05,3.75,11238.00,1
93638,2017.00,Sep,15174.57,3.27,9804.00,1
93646,2017.00,Sep,15236.44,3.50,10500.00,1
93648,2017.00,Sep,19092.31,4.53,13578.00,1
93654,2017.00,Sep,12642.00,2.94,8835.00,1
93662,2017.00,Sep,16275.04,4.00,12000.00,1
93705,2017.00,Sep,10571.40,2.60,7812.00,1
93706,2017.00,Sep,14714.70,3.51,10536.00,1
93727,2017.00,Sep,17431.04,3.48,10446.00,1
93905,2017.00,Sep,33344.87,6.54,19605.00,3
93907,2017.00,Sep,8935.04,1.84,5523.00,1
94124,2017.00,Sep,20932.84,4.54,13626.00,2
94303,2017.00,Sep,14693.50,3.38,10152.00,1
94509,2017.00,Sep,28688.15,6.73,20187.00,2
94565,2017.00,Sep,61232.41,11.34,34020.00,4
94603,2017.00,Sep,11907.18,2.48,7446.00,1
94619,2017.00,Sep,11241.01,2.30,6897.00,1
94801,2017.00,Sep,30129.56,6.69,20076.00,2
94804,2017.00,Sep,36455.06,8.58,25734.00,3
95205,2017.00,Sep,17287.74,3.98,11925.00,1
95207,2017.00,Sep,12285.01,2.51,7542.00,1
95301,2017.00,Sep,18730.24,4.23,12684.00,1
95340,2017.00,Sep,13416.05,2.23,6675.00,1
95437,2017.00,Sep,43021.03,10.56,31674.00,3
95451,2017.00,Sep,18993.23,4.78,13170.00,1
95501,2017.00,Sep,8898.80,1.80,5415.00,1
95551,2017.00,Sep,17159.95,4.11,12333.00,1
95926,2017.00,Sep,13408.78,2.99,8976.00,1
90063,2017.00,Oct,9837.89,1.78,5340.00,1
92225,2017.00,Oct,125021.81,25.37,76122.00,6
92311,2017.00,Oct,32622.36,7.22,21669.00,2
92316,2017.00,Oct,20146.49,4.78,14328.00,1
92346,2017.00,Oct,14469.00,3.58,10728.00,1
92376,2017.00,Oct,32036.77,7.00,20991.00,2
92395,2017.00,Oct,13386.52,4.02,12066.00,1
92407,2017.00,Oct,12220.89,2.71,8118.00,1
92509,2017.00,Oct,10531.09,2.33,6978.00,1
92551,2017.00,Oct,16026.71,3.91,11742.00,1
92570,2017.00,Oct,89127.30,21.11,63315.00,6
92571,2017.00,Oct,26131.25,5.78,17346.00,2
93212,2017.00,Oct,14644.12,2.61,7833.00,1
93227,2017.00,Oct,12593.15,2.43,7287.00,1
93230,2017.00,Oct,14489.12,3.88,11625.00,1
93247,2017.00,Oct,50288.80,10.25,30747.00,3
93257,2017.00,Oct,19104.21,4.50,13500.00,1
93270,2017.00,Oct,31282.00,7.93,23790.00,2
93274,2017.00,Oct,12004.07,2.71,8121.00,1
93291,2017.00,Oct,15940.41,3.84,11514.00,1
93422,2017.00,Oct,63014.48,15.70,47100.00,5
93618,2017.00,Oct,12625.20,2.71,8121.00,1
93646,2017.00,Oct,12272.68,2.51,7542.00,1
93654,2017.00,Oct,15989.47,3.77,11313.00,1
93705,2017.00,Oct,11401.90,2.39,7161.00,1
93905,2017.00,Oct,70979.98,16.29,48864.00,5
93906,2017.00,Oct,11370.77,2.30,6906.00,1
93930,2017.00,Oct,11668.62,2.51,7542.00,1
93960,2017.00,Oct,64354.41,15.12,45369.00,5
94025,2017.00,Oct,15982.79,3.02,9051.00,1
94112,2017.00,Oct,10934.45,2.26,6768.00,1
94134,2017.00,Oct,24027.41,4.52,13563.00,2
94303,2017.00,Oct,9747.96,2.00,6000.00,1
94509,2017.00,Oct,11686.67,2.53,7596.00,1
94553,2017.00,Oct,18707.07,4.00,12003.00,1
94603,2017.00,Oct,14257.34,3.32,9951.00,1
94801,2017.00,Oct,72400.28,14.35,43056.00,6
94804,2017.00,Oct,26708.53,4.79,14382.00,3
94806,2017.00,Oct,23943.74,4.28,12846.00,2
95110,2017.00,Oct,9130.20,1.50,4500.00,1
95125,2017.00,Oct,11186.51,2.30,6897.00,1
95252,2017.00,Oct,19287.71,4.89,14664.00,1
95322,2017.00,Oct,33376.12,7.87,23595.00,2
95403,2017.00,Oct,16058.62,4.00,12000.00,1
95415,2017.00,Oct,12242.16,2.01,6033.00,1
95482,2017.00,Oct,37629.38,8.38,25140.00,3
95503,2017.00,Oct,14926.14,3.52,10557.00,1
95519,2017.00,Oct,17848.27,4.02,12066.00,1
95605,2017.00,Oct,20185.80,4.78,14328.00,1
95928,2017.00,Oct,60211.27,11.67,35016.00,4
95961,2017.00,Oct,19838.89,4.02,12066.00,1
95965,2017.00,Oct,16686.34,3.91,11739.00,1
90805,2017.00,Nov,14165.86,3.52,10557.00,1
91910,2017.00,Nov,25654.88,6.33,18981.00,2
91911,2017.00,Nov,17699.88,4.02,12057.00,1
91945,2017.00,Nov,8600.00,1.86,5589.00,1
91950,2017.00,Nov,23751.05,5.06,15195.00,2
92021,2017.00,Nov,10481.25,2.46,7371.00,1
92061,2017.00,Nov,13226.11,2.75,8250.00,1
92082,2017.00,Nov,17957.44,4.50,13500.00,1
92105,2017.00,Nov,10449.68,1.54,4635.00,1
92114,2017.00,Nov,58411.11,11.66,34971.00,4
92173,2017.00,Nov,15524.26,3.17,9498.00,1
92311,2017.00,Nov,15889.21,3.58,10740.00,1
92543,2017.00,Nov,19146.97,4.77,14319.00,1
92570,2017.00,Nov,31210.94,6.94,20814.00,2
93015,2017.00,Nov,19937.40,4.90,14700.00,1
93033,2017.00,Nov,13277.46,1.95,5838.00,1
93247,2017.00,Nov,19408.60,3.48,10446.00,1
93257,2017.00,Nov,14145.14,3.03,9096.00,1
93280,2017.00,Nov,17554.78,4.27,12822.00,1
93458,2017.00,Nov,67277.02,14.74,44232.00,5
93606,2017.00,Nov,10731.02,2.15,6444.00,1
93635,2017.00,Nov,18108.33,4.52,13572.00,1
93647,2017.00,Nov,18761.86,4.02,12066.00,1
93654,2017.00,Nov,29383.11,6.61,19830.00,2
93660,2017.00,Nov,15645.00,4.88,14628.00,1
93662,2017.00,Nov,15582.29,2.94,8808.00,1
93705,2017.00,Nov,15104.23,3.27,9804.00,1
93706,2017.00,Nov,28348.48,6.82,20466.00,2
93905,2017.00,Nov,66562.69,15.45,46353.00,5
93906,2017.00,Nov,23313.41,5.08,15237.00,2
93927,2017.00,Nov,23262.60,5.32,15957.00,2
93930,2017.00,Nov,14433.67,2.99,8976.00,1
94025,2017.00,Nov,32029.55,7.02,21060.00,2
94063,2017.00,Nov,14054.74,3.45,10356.00,1
94124,2017.00,Nov,38214.53,7.27,21810.00,3
94303,2017.00,Nov,29151.08,4.95,14850.00,2
94509,2017.00,Nov,27102.16,5.27,15804.00,2
94553,2017.00,Nov,47171.43,10.21,30645.00,4
94561,2017.00,Nov,15458.15,3.23,9693.00,1
94601,2017.00,Nov,11825.07,2.76,8286.00,1
94608,2017.00,Nov,12274.04,2.86,8592.00,1
94801,2017.00,Nov,95429.78,16.79,50364.00,11
94803,2017.00,Nov,14958.06,3.77,11310.00,1
94804,2017.00,Nov,22031.75,4.38,13137.00,2
94805,2017.00,Nov,13214.40,3.22,9666.00,1
95020,2017.00,Nov,11877.67,3.45,10356.00,1
95076,2017.00,Nov,10901.44,2.13,6387.00,1
95118,2017.00,Nov,12827.49,2.88,8637.00,1
95136,2017.00,Nov,14851.44,3.45,10356.00,1
95301,2017.00,Nov,17491.99,4.02,12066.00,1
95437,2017.00,Nov,56047.79,12.32,36975.00,4
95459,2017.00,Nov,11121.88,2.20,6612.00,1
95468,2017.00,Nov,44396.05,9.04,27132.00,4
95482,2017.00,Nov,12152.55,2.71,8121.00,1
95501,2017.00,Nov,8462.66,2.01,6033.00,1
95503,2017.00,Nov,25466.32,5.31,15918.00,2
95540,2017.00,Nov,10881.87,2.51,7542.00,1
95605,2017.00,Nov,40365.33,7.40,22194.00,2
95616,2017.00,Nov,11592.42,2.01,6033.00,1
95926,2017.00,Nov,14133.60,2.30,6906.00,1
95965,2017.00,Nov,15228.45,2.34,7017.00,1
90063,2017.00,Dec,10086.39,2.26,6786.00,1
90262,2017.00,Dec,10128.03,1.78,5340.00,1
90806,2017.00,Dec,15853.66,2.91,8727.00,1
91950,2017.00,Dec,28218.75,7.10,21300.00,2
91977,2017.00,Dec,12308.75,3.19,9582.00,1
92082,2017.00,Dec,33278.85,5.95,17856.00,2
92102,2017.00,Dec,31286.56,5.36,16077.00,2
92105,2017.00,Dec,15791.06,2.40,7197.00,1
92111,2017.00,Dec,14265.74,2.26,6786.00,1
92114,2017.00,Dec,49431.47,10.23,30690.00,3
92119,2017.00,Dec,32652.05,7.50,22506.00,2
92240,2017.00,Dec,12364.35,2.51,7542.00,1
92301,2017.00,Dec,12133.95,2.58,7743.00,1
92311,2017.00,Dec,58255.14,12.38,37152.00,3
92374,2017.00,Dec,17687.77,2.92,8769.00,1
92376,2017.00,Dec,15650.85,3.77,11313.00,1
92404,2017.00,Dec,15522.26,3.02,9051.00,1
92405,2017.00,Dec,21977.48,4.38,13155.00,1
92407,2017.00,Dec,23016.24,4.81,14439.00,2
92551,2017.00,Dec,18729.67,4.89,14676.00,1
92553,2017.00,Dec,15373.41,3.58,10740.00,1
92570,2017.00,Dec,14407.47,3.52,10557.00,1
92571,2017.00,Dec,35251.56,6.92,20763.00,2
92804,2017.00,Dec,18318.62,3.20,9597.00,1
93247,2017.00,Dec,28682.79,5.89,17664.00,2
93266,2017.00,Dec,10697.90,2.42,7266.00,1
93291,2017.00,Dec,14053.34,3.43,10284.00,1
93422,2017.00,Dec,76320.17,18.41,55221.00,5
93458,2017.00,Dec,24381.46,5.52,16566.00,2
93534,2017.00,Dec,16886.15,4.76,16886.15,1
93654,2017.00,Dec,9859.88,1.71,5115.00,1
93703,2017.00,Dec,16066.58,3.42,10275.00,1
93725,2017.00,Dec,18834.45,4.30,12888.00,1
93905,2017.00,Dec,24873.50,5.85,17535.00,2
93907,2017.00,Dec,11513.67,2.30,6897.00,1
93927,2017.00,Dec,93632.63,22.68,68028.00,7
93930,2017.00,Dec,23930.68,4.99,14982.00,2
93960,2017.00,Dec,33010.92,7.30,21912.00,2
94025,2017.00,Dec,16909.40,2.83,8487.00,1
94112,2017.00,Dec,10752.91,2.25,6759.00,1
94303,2017.00,Dec,15686.98,3.61,10830.00,1
94804,2017.00,Dec,13027.88,1.97,5904.00,1
94806,2017.00,Dec,12028.24,1.58,4731.00,1
95322,2017.00,Dec,63404.12,14.96,44877.00,4
95422,2017.00,Dec,34618.44,6.87,20595.00,2
95490,2017.00,Dec,12435.44,2.42,7269.00,1
95501,2017.00,Dec,16046.85,3.29,9870.00,1
95901,2017.00,Dec,22177.23,4.55,13644.00,1
95928,2017.00,Dec,12500.59,1.85,5544.00,1
95966,2017.00,Dec,12770.90,1.96,5874.00,1
90280,2018.00,Jan,13549.82,3.54,10614.00,1
92102,2018.00,Jan,14591.34,3.36,10074.00,1
92225,2018.00,Jan,26785.54,4.79,14379.00,1
92301,2018.00,Jan,11986.34,2.19,6576.00,1
92405,2018.00,Jan,22847.75,4.89,14676.00,1
92410,2018.00,Jan,19264.12,3.35,10050.00,1
92543,2018.00,Jan,13642.00,2.86,8592.00,1
92570,2018.00,Jan,12498.16,2.62,7875.00,1
92571,2018.00,Jan,14768.51,3.19,9585.00,1
93223,2018.00,Jan,13810.01,3.29,9855.00,1
93247,2018.00,Jan,14613.57,2.94,8814.00,1
93286,2018.00,Jan,12181.68,2.44,7308.00,1
93291,2018.00,Jan,12092.15,2.44,7308.00,1
93451,2018.00,Jan,47532.55,11.14,33408.00,4
93635,2018.00,Jan,12660.74,2.73,8190.00,1
93654,2018.00,Jan,14886.98,3.65,10962.00,1
93662,2018.00,Jan,17503.23,3.98,11931.00,1
93706,2018.00,Jan,12106.99,2.92,8769.00,1
93726,2018.00,Jan,56820.20,12.92,38772.00,3
93901,2018.00,Jan,16450.63,3.31,9921.00,1
93930,2018.00,Jan,9133.29,1.85,5553.00,1
94025,2018.00,Jan,14809.91,3.36,10074.00,1
94112,2018.00,Jan,13534.83,2.01,6036.00,1
94124,2018.00,Jan,25888.79,4.08,12234.00,2
94303,2018.00,Jan,13833.95,3.27,9801.00,1
94578,2018.00,Jan,14898.63,3.61,10830.00,1
94702,2018.00,Jan,15121.92,2.62,7875.00,1
94801,2018.00,Jan,16905.66,2.88,8634.00,2
94804,2018.00,Jan,8394.73,1.26,3771.00,1
94805,2018.00,Jan,11801.72,2.78,8328.00,1
95322,2018.00,Jan,50108.32,12.50,37485.00,3
95341,2018.00,Jan,16207.02,3.17,9501.00,1
95422,2018.00,Jan,33857.42,7.42,22269.00,2
95521,2018.00,Jan,13598.84,2.13,6387.00,1
95540,2018.00,Jan,11113.40,1.89,5679.00,1
95965,2018.00,Jan,20959.67,4.55,13644.00,1
91911,2018.00,Feb,13576.18,3.27,9795.00,1
92027,2018.00,Feb,11287.50,2.70,8109.00,1
92040,2018.00,Feb,10020.55,1.86,5595.00,1
92061,2018.00,Feb,31363.76,5.56,16668.00,2
92102,2018.00,Feb,10092.99,1.99,5958.00,1
92105,2018.00,Feb,32038.78,5.33,15987.00,2
92114,2018.00,Feb,40160.08,7.39,22179.00,2
92115,2018.00,Feb,14836.89,2.23,6687.00,1
92117,2018.00,Feb,15740.20,1.92,5757.00,1
92119,2018.00,Feb,13089.94,3.12,9354.00,1
92225,2018.00,Feb,22315.80,4.79,14379.00,1
92240,2018.00,Feb,14415.54,3.17,9498.00,1
92311,2018.00,Feb,29322.11,5.67,17016.00,2
92374,2018.00,Feb,15115.54,3.02,9051.00,1
92376,2018.00,Feb,35488.39,8.57,25710.00,2
92571,2018.00,Feb,13895.78,2.93,8787.00,1
93247,2018.00,Feb,25663.05,5.70,17106.00,2
93291,2018.00,Feb,15429.49,3.92,11751.00,1
93292,2018.00,Feb,15099.71,3.17,9501.00,1
93648,2018.00,Feb,13431.57,3.03,9096.00,1
93654,2018.00,Feb,13304.74,2.92,8769.00,1
93905,2018.00,Feb,25052.61,6.17,18498.00,2
93907,2018.00,Feb,28424.61,6.27,18798.00,2
93930,2018.00,Feb,13168.86,3.41,10230.00,1
94025,2018.00,Feb,13055.36,3.00,9000.00,1
94124,2018.00,Feb,16317.17,3.50,10500.00,1
94303,2018.00,Feb,15859.94,4.27,12819.00,1
94553,2018.00,Feb,11759.63,2.53,7584.00,1
94565,2018.00,Feb,50859.19,11.39,34164.00,4
94601,2018.00,Feb,12812.37,1.86,5595.00,1
94805,2018.00,Feb,11122.01,2.40,7197.00,1
95322,2018.00,Feb,18936.93,4.87,14613.00,1
95616,2018.00,Feb,12347.76,2.53,7581.00,1
95648,2018.00,Feb,14737.61,2.39,7182.00,1
95901,2018.00,Feb,13008.47,2.02,6063.00,1
95953,2018.00,Feb,20325.22,4.80,14403.00,1
95968,2018.00,Feb,15598.77,3.29,9855.00,1
96080,2018.00,Feb,14991.92,3.28,9852.00,1
90059,2018.00,Mar,18100.88,4.87,14616.00,1
90806,2018.00,Mar,38441.05,9.72,29175.00,3
90813,2018.00,Mar,40025.00,6.21,18618.00,2
91766,2018.00,Mar,25445.54,5.96,17892.00,2
91770,2018.00,Mar,15936.18,2.66,7986.00,1
92070,2018.00,Mar,13791.21,2.95,8853.00,1
92105,2018.00,Mar,9016.52,1.44,4317.00,1
92111,2018.00,Mar,12992.67,2.64,7920.00,1
92113,2018.00,Mar,16458.25,3.01,9042.00,1
92114,2018.00,Mar,46600.95,9.86,29568.00,3
92211,2018.00,Mar,19154.61,4.26,12780.00,1
92240,2018.00,Mar,27564.18,5.93,17781.00,2
92301,2018.00,Mar,13657.81,3.03,9096.00,1
92530,2018.00,Mar,12362.50,3.24,9711.00,1
92570,2018.00,Mar,34422.82,7.17,21519.00,2
92707,2018.00,Mar,17395.25,3.75,11256.00,1
93202,2018.00,Mar,16601.98,3.58,10740.00,1
93247,2018.00,Mar,42607.90,9.27,27801.00,3
93257,2018.00,Mar,11242.71,2.27,6822.00,1
93277,2018.00,Mar,11858.43,2.48,7440.00,1
93286,2018.00,Mar,13030.18,3.03,9096.00,1
93291,2018.00,Mar,41600.27,9.50,28503.00,3
93451,2018.00,Mar,12631.82,2.98,8934.00,1
93927,2018.00,Mar,13947.29,3.47,10422.00,1
94124,2018.00,Mar,23728.79,3.58,10731.00,2
94303,2018.00,Mar,14273.04,2.88,8637.00,1
94509,2018.00,Mar,16620.63,3.29,9855.00,1
94565,2018.00,Mar,13608.34,2.68,8037.00,1
94607,2018.00,Mar,10778.22,1.53,4593.00,1
94801,2018.00,Mar,54744.68,9.95,29835.00,6
94804,2018.00,Mar,29378.30,4.80,14400.00,2
95116,2018.00,Mar,13707.32,3.16,9474.00,1
95207,2018.00,Mar,34251.15,7.58,22743.00,2
95210,2018.00,Mar,14599.94,3.03,9096.00,1
95322,2018.00,Mar,18738.11,4.02,12066.00,1
95422,2018.00,Mar,21580.86,4.87,14613.00,1
95458,2018.00,Mar,12549.86,2.37,7098.00,1
95464,2018.00,Mar,18004.52,3.36,10074.00,1
95501,2018.00,Mar,13669.56,3.31,9936.00,1
95519,2018.00,Mar,17932.21,3.90,11691.00,1
95605,2018.00,Mar,16334.13,3.29,9855.00,1
95668,2018.00,Mar,19104.88,4.80,14403.00,1
95691,2018.00,Mar,16787.15,4.04,12129.00,1
95928,2018.00,Mar,11501.06,2.01,6033.00,1
95961,2018.00,Mar,16893.07,2.53,7581.00,1
95965,2018.00,Mar,40119.10,9.60,28806.00,2
95982,2018.00,Mar,15262.75,3.54,10614.00,1
90270,2018.00,Apr,18206.68,4.71,14142.00,1
90813,2018.00,Apr,17558.70,4.01,12042.00,1
92070,2018.00,Apr,66654.62,14.66,43974.00,4
92105,2018.00,Apr,18925.62,3.38,10140.00,1
92113,2018.00,Apr,17381.85,4.29,12885.00,1
92225,2018.00,Apr,22435.38,3.73,11184.00,1
92240,2018.00,Apr,26227.02,5.45,16350.00,2
92301,2018.00,Apr,18247.06,4.80,14403.00,1
92311,2018.00,Apr,14558.66,1.80,5412.00,1
92570,2018.00,Apr,15681.79,3.41,10230.00,1
93203,2018.00,Apr,12023.78,2.73,8187.00,1
93212,2018.00,Apr,14834.81,3.54,10614.00,1
93219,2018.00,Apr,12789.23,3.03,9096.00,1
93230,2018.00,Apr,49238.08,10.67,32019.00,3
93247,2018.00,Apr,87097.02,20.04,60126.00,6
93257,2018.00,Apr,15046.95,3.54,10611.00,1
93292,2018.00,Apr,14190.05,3.29,9855.00,1
93307,2018.00,Apr,12018.84,2.58,7737.00,1
93451,2018.00,Apr,12343.99,3.08,9228.00,1
93458,2018.00,Apr,32343.86,7.20,21591.00,3
93635,2018.00,Apr,15763.86,3.97,11910.00,1
93657,2018.00,Apr,32003.11,8.76,26268.00,2
93706,2018.00,Apr,31637.84,6.49,19482.00,2
93728,2018.00,Apr,18341.31,4.96,14886.00,1
93905,2018.00,Apr,51779.01,12.59,37761.00,4
93926,2018.00,Apr,28320.83,7.25,21759.00,2
93927,2018.00,Apr,14082.88,3.72,11166.00,1
93960,2018.00,Apr,39974.42,9.81,29430.00,3
94081,2018.00,Apr,8551.84,1.58,4731.00,1
94124,2018.00,Apr,11203.66,2.40,7194.00,1
94303,2018.00,Apr,9984.34,2.07,6213.00,1
94565,2018.00,Apr,12905.27,2.64,7914.00,1
94801,2018.00,Apr,15084.95,2.66,7980.00,2
94945,2018.00,Apr,33693.84,7.11,21321.00,3
95207,2018.00,Apr,20667.27,4.04,12129.00,1
95210,2018.00,Apr,13339.24,2.53,7581.00,1
95212,2018.00,Apr,18011.25,4.22,12654.00,1
95240,2018.00,Apr,15644.84,3.54,10611.00,1
95322,2018.00,Apr,15461.17,3.41,10230.00,1
95551,2018.00,Apr,12658.10,2.74,8223.00,1
95648,2018.00,Apr,20463.24,4.96,14889.00,1
95901,2018.00,Apr,32770.72,6.06,18192.00,2
95928,2018.00,Apr,45536.99,9.82,29457.00,3
95948,2018.00,Apr,17399.95,4.35,13041.00,1
95953,2018.00,Apr,12212.68,2.02,6063.00,1
95961,2018.00,Apr,19907.51,4.03,12081.00,1
95965,2018.00,Apr,69147.05,15.43,46302.00,4
95966,2018.00,Apr,13573.06,2.53,7581.00,1
95973,2018.00,Apr,7989.81,1.51,4524.00,1
90250,2018.00,May,15243.50,3.24,9711.00,1
90805,2018.00,May,15281.47,3.72,11166.00,1
91910,2018.00,May,14964.00,4.09,12273.00,1
91911,2018.00,May,14964.00,4.09,12273.00,1
91932,2018.00,May,16739.90,4.77,14310.00,1
91945,2018.00,May,11932.50,3.42,10266.00,1
92061,2018.00,May,18480.63,3.58,10737.00,1
92064,2018.00,May,33479.80,9.54,28620.00,2
93202,2018.00,May,14123.29,3.29,9855.00,1
93203,2018.00,May,10754.17,1.95,5847.00,1
93212,2018.00,May,15595.29,3.79,11370.00,1
93223,2018.00,May,19490.48,4.96,14886.00,1
93247,2018.00,May,23387.62,5.05,15162.00,2
93257,2018.00,May,17374.10,3.79,11370.00,1
93270,2018.00,May,9989.70,2.15,6447.00,1
93280,2018.00,May,26640.27,5.45,16350.00,2
93451,2018.00,May,11360.13,2.60,7806.00,1
93458,2018.00,May,20944.01,4.38,13125.00,2
93612,2018.00,May,19911.79,4.78,14328.00,1
93618,2018.00,May,23007.30,5.05,15162.00,2
93625,2018.00,May,37309.19,9.00,27015.00,2
93635,2018.00,May,18324.95,4.96,14889.00,1
93638,2018.00,May,14732.84,3.03,9096.00,1
93646,2018.00,May,98213.49,21.40,64209.00,7
93648,2018.00,May,39944.20,8.98,26955.00,3
93650,2018.00,May,14129.53,3.54,10614.00,1
93654,2018.00,May,35327.53,8.50,25503.00,2
93657,2018.00,May,27925.84,6.75,20250.00,2
93702,2018.00,May,30814.40,6.63,19881.00,2
93703,2018.00,May,23375.23,4.76,14283.00,2
93705,2018.00,May,49517.18,12.20,36585.00,3
93706,2018.00,May,41242.98,10.33,30987.00,3
93710,2018.00,May,16266.03,4.04,12129.00,1
93722,2018.00,May,19511.25,4.98,14943.00,1
93725,2018.00,May,28624.55,6.93,20787.00,2
93726,2018.00,May,14346.54,3.29,9855.00,1
93727,2018.00,May,14881.57,3.54,10614.00,1
93728,2018.00,May,13394.50,3.40,10206.00,1
93905,2018.00,May,13597.99,3.29,9855.00,1
93927,2018.00,May,23741.89,5.75,17256.00,2
93960,2018.00,May,21601.40,4.47,13398.00,2
94025,2018.00,May,44622.43,8.17,24507.00,3
94112,2018.00,May,11135.87,2.37,7098.00,1
94124,2018.00,May,11735.46,2.40,7194.00,1
94303,2018.00,May,110854.75,25.06,75177.00,7
94541,2018.00,May,11947.83,1.75,5250.00,1
94553,2018.00,May,11758.95,2.53,7584.00,1
94565,2018.00,May,76272.05,17.21,51624.00,5
94603,2018.00,May,30245.47,5.21,15645.00,3
94607,2018.00,May,40721.47,9.79,29373.00,3
94621,2018.00,May,16023.20,3.55,10644.00,1
94703,2018.00,May,16119.18,3.27,9804.00,1
94801,2018.00,May,28899.83,4.39,13158.00,2
94804,2018.00,May,33383.08,4.72,14166.00,2
94805,2018.00,May,13887.26,2.07,6207.00,1
94806,2018.00,May,43715.06,8.97,26907.00,3
94945,2018.00,May,22473.45,4.74,14217.00,2
95112,2018.00,May,21274.80,3.72,11157.00,1
95127,2018.00,May,17849.50,4.87,14616.00,1
95206,2018.00,May,17828.58,4.22,12654.00,1
95210,2018.00,May,17821.16,4.22,12654.00,1
95322,2018.00,May,18369.16,4.96,14889.00,1
95334,2018.00,May,13254.84,3.03,9096.00,1
95367,2018.00,May,15672.19,3.90,11691.00,1
95422,2018.00,May,18224.95,4.73,14196.00,1
95428,2018.00,May,21741.47,4.41,13224.00,1
95458,2018.00,May,14069.79,3.02,9051.00,1
95464,2018.00,May,19114.44,4.80,14403.00,1
95501,2018.00,May,35306.48,8.84,26532.00,2
95551,2018.00,May,49362.63,11.77,35304.00,3
95965,2018.00,May,19140.72,4.55,13644.00,1
96080,2018.00,May,20393.01,4.80,14403.00,1
90063,2018.00,Jun,15293.88,3.03,9096.00,1
90220,2018.00,Jun,11921.27,2.68,8037.00,1
90240,2018.00,Jun,12047.51,2.44,7308.00,1
90262,2018.00,Jun,19269.38,4.92,14751.00,1
90805,2018.00,Jun,16409.71,2.60,7809.00,1
90813,2018.00,Jun,16114.32,3.23,9678.00,1
92004,2018.00,Jun,17114.00,4.09,12273.00,1
92061,2018.00,Jun,28846.88,5.95,17847.00,2
92082,2018.00,Jun,11277.27,1.90,5685.00,1
92102,2018.00,Jun,14052.97,2.02,6063.00,1
92111,2018.00,Jun,27735.21,4.55,13644.00,2
92114,2018.00,Jun,45007.89,8.34,25017.00,3
92115,2018.00,Jun,15486.66,3.28,9852.00,1
92117,2018.00,Jun,15212.30,1.81,5433.00,1
92139,2018.00,Jun,14862.31,3.29,9855.00,1
92225,2018.00,Jun,16816.09,3.54,10614.00,1
92240,2018.00,Jun,16829.15,3.87,11598.00,1
92376,2018.00,Jun,13724.26,3.29,9855.00,1
92570,2018.00,Jun,12410.58,2.40,7197.00,1
93212,2018.00,Jun,32809.65,8.63,25890.00,2
93223,2018.00,Jun,14766.56,3.52,10557.00,1
93227,2018.00,Jun,27331.16,6.46,19389.00,2
93230,2018.00,Jun,10572.10,2.02,6063.00,1
93247,2018.00,Jun,42869.44,10.28,30828.00,3
93254,2018.00,Jun,19089.72,4.71,14142.00,1
93257,2018.00,Jun,29648.32,6.57,19710.00,2
93286,2018.00,Jun,16937.74,3.79,11370.00,1
93291,2018.00,Jun,13170.00,2.78,8337.00,1
93451,2018.00,Jun,11764.54,2.73,8190.00,1
93458,2018.00,Jun,24495.10,5.25,15756.00,2
93612,2018.00,Jun,10410.83,2.19,6576.00,1
93615,2018.00,Jun,21839.70,4.71,14136.00,1
93622,2018.00,Jun,18268.80,4.55,13644.00,1
93638,2018.00,Jun,68397.15,14.12,42372.00,5
93646,2018.00,Jun,48268.77,10.69,32076.00,4
93648,2018.00,Jun,32820.74,8.42,25257.00,2
93654,2018.00,Jun,12746.07,3.03,9096.00,1
93701,2018.00,Jun,11070.61,2.53,7581.00,1
93702,2018.00,Jun,42983.69,10.61,31839.00,3
93703,2018.00,Jun,18840.57,4.96,14886.00,1
93704,2018.00,Jun,34842.46,7.83,23499.00,2
93706,2018.00,Jun,27543.17,6.12,18351.00,2
93726,2018.00,Jun,14971.55,3.54,10611.00,1
93728,2018.00,Jun,19172.52,4.55,13644.00,1
93905,2018.00,Jun,41868.44,10.11,30324.00,3
93926,2018.00,Jun,11605.87,2.27,6822.00,1
93927,2018.00,Jun,9745.63,1.89,5679.00,1
93960,2018.00,Jun,29351.19,7.44,22332.00,2
94124,2018.00,Jun,51776.22,6.85,20562.00,3
94509,2018.00,Jun,18503.59,4.04,12129.00,1
94541,2018.00,Jun,12980.65,2.92,8769.00,1
94565,2018.00,Jun,98316.57,22.86,68574.00,6
94607,2018.00,Jun,88966.07,18.27,54813.00,7
94609,2018.00,Jun,15837.97,3.79,11370.00,1
94945,2018.00,Jun,33687.92,7.11,21321.00,3
95206,2018.00,Jun,35555.48,7.94,23820.00,2
95207,2018.00,Jun,17791.95,3.97,11910.00,1
95209,2018.00,Jun,17113.22,3.72,11166.00,1
95210,2018.00,Jun,26904.12,5.21,15633.00,2
95340,2018.00,Jun,14482.00,3.03,9096.00,1
95348,2018.00,Jun,17707.74,4.55,13644.00,1
95423,2018.00,Jun,12741.28,2.78,8340.00,1
95472,2018.00,Jun,10953.01,2.02,6063.00,1
95519,2018.00,Jun,14893.72,3.79,11355.00,1
95521,2018.00,Jun,11211.53,2.02,6063.00,1
