ZIP,total_subsidy,total_kW,project_count,low_income_subsidy,low_income_kW,low_projects,equity_share
92328,5151060.84,1471.1000000000001,17,265643.83999999997,77.03999999999999,22.0,0.051570705190894225
92329,11202.0,20.945999999999998,4,0.0,0.0,0.0,0.0
92331,21458.0,12.96,2,0.0,0.0,0.0,0.0
92332,1692.0,5.52,1,0.0,0.0,0.0,0.0
92334,19857.0,63.8,1,12363.0,4.55,1.0,0.6226016014503701
92335,7222753.87,7439.918,142,5691782.87,4126.74,54.0,0.7880350033303849
92336,3351343.6325,7702.8279999999995,609,1683376.0,1221.55,18.0,0.5022988343168656
92337,4173200.8899999997,5086.417,135,30939.0,11.425,3.0,0.00741373368201309
92338,9255.0,4.41,1,0.0,0.0,0.0,0.0
92339,3216.0,10.464,1,0.0,0.0,0.0,0.0
92340,39198.0,106.455,12,0.0,0.0,0.0,0.0
92341,11068.0,7.905,2,0.0,0.0,0.0,0.0
92342,961019.0,2595.393,122,0.0,0.0,0.0,0.0
92344,942570.0,2520.158,152,21918.0,3.91,1.0,0.023253445367452816
92345,5110512.97,6340.823,576,2582301.97,1379.041,33.0,0.5052921272597808
92346,3061509.64,3849.718,519,411596.64,245.14,22.0,0.1344423792178554
92347,156223.0,604.73,5,0.0,0.0,0.0,0.0
92350,12879.0,7.48,1,0.0,0.0,0.0,0.0
92352,129572.55,113.99,20,0.0,0.0,0.0,0.0
92354,1082502.12,1389.508,170,287807.12,61.915,19.0,0.2658721074837248
92356,2482237.0,1443.65,43,14223.0,5.27,1.0,0.00572991217196424
92357,1714760.0,2013.1799999999998,2,0.0,0.0,0.0,0.0
92358,10382.0,7.05,1,0.0,0.0,0.0,0.0
92359,240700.0,356.61400000000003,47,31931.0,11.52,2.0,0.13265891150810138
92360,6546.66,3.24,1,0.0,0.0,0.0,0.0
92363,1642305.06,4.56,85,1876767.06,500.9,95.0,1.1427639758961712
92364,161868.54,99.435,7,0.0,0.0,0.0,0.0
92365,98760.0,182.427,23,27123.0,9.915,2.0,0.2746354799513973
92368,6641.0,4.1,1,7764.0,2.88,1.0,1.1691010390001506
92369,1576292.0,1128.6,1,0.0,0.0,0.0,0.0
92371,2426570.06,2383.737,137,75135.0,27.945,6.0,0.03096345794359632
92372,363586.44,428.69,49,0.0,0.0,0.0,0.0
92373,4119604.96,5789.266,520,38891.68,10.035,2.0,0.009440633356262393
92374,6345026.57,6705.535,364,1090663.97,511.064,31.0,0.17189273487943801
92376,3969097.41,3853.322,176,6267122.41,4188.019,89.0,1.5789792395143056
92377,3085827.08,4124.893,110,69666.0,25.555,4.0,0.022576119203672293
92382,21186.0,30.85,8,0.0,0.0,0.0,0.0
92384,32004.0,19.36,1,0.0,0.0,0.0,0.0
92389,41704.0,38.172000000000004,2,0.0,0.0,0.0,0.0
92391,60637.0,34.6,4,40861.0,15.6,1.0,0.6738624931972228
92392,6055728.3100000005,7916.026,338,629267.11,474.9,7.0,0.10391270509294033
92393,1037.0,6.12,1,0.0,0.0,0.0,0.0
92394,3235233.16,2542.061,124,693046.16,498.84000000000003,19.0,0.21421830382079787
92395,3699779.21,3255.205,152,791776.21,424.23,33.0,0.2140063406648528
92397,91082.0,122.467,19,0.0,0.0,0.0,0.0
92398,548950.31,277.85499999999996,9,485735.0,224.64,1.0,0.8848432930113473
92399,4962235.26,6252.939,740,729855.37,362.18,7.0,0.14708197652039579
92401,2081601.22,2186.051,17,327447.22,197.81,3.0,0.15730545161767343
92403,198764.0,1500.0,1,0.0,0.0,0.0,0.0
92404,1177982.01,1718.179,238,976490.54,332.94,68.0,0.8289519973229472
92405,459526.07,438.433,64,486171.07,172.075,38.0,1.0579836525923327
92407,2951272.85,2503.893,260,432712.85,133.96,33.0,0.146619059637268
92408,10118476.3,11062.649,45,1214129.0,919.6899999999999,16.0,0.1199912876210423
92410,2217612.94,6430.676,36,4562820.94,3150.665,45.0,2.0575371191692273
92411,3409902.21,353.44,25,3529941.21,446.68,36.0,1.0352030623189044
92501,1069596.0,1278.317,24,433812.0,192.52999999999997,4.0,0.4055849124342275
92503,1296281.0,2491.112,260,83889.0,30.905,7.0,0.06471513506716522
92504,1159257.49,1806.629,239,31788.49,5.4,1.0,0.027421423000682964
92505,497.0,3.12,1,0.0,0.0,0.0,0.0
92506,181848.0,334.0,49,0.0,0.0,0.0,0.0
92507,515356.0,2140.458,25,36012.0,13.17,2.0,0.06987790963916206
92508,591606.09,1060.686,129,19433.09,3.42,1.0,0.03284802223722883
92509,4954015.98,6810.581,407,1935512.98,1189.954,64.0,0.3906957482200128
92518,5456188.0,5445.576,5,0.0,0.0,0.0,0.0
92530,1361073.53,2345.7690000000002,383,1055727.53,516.4350000000001,25.0,0.7756579690444791
92531,338.0,2.04,1,0.0,0.0,0.0,0.0
92532,1051551.56,1774.378,252,61945.56,11.69,3.0,0.05890872341057627
92536,278401.85,206.298,13,0.0,0.0,0.0,0.0
92543,2064445.99,1992.076,149,2739006.26,1994.165,62.0,1.3267512316948529
92544,3451293.32,3877.983,465,375052.7,197.97500000000002,15.0,0.10867018975947255
92545,6526942.9399999995,5996.729,244,162499.44,117.44,4.0,0.024896715276018642
92546,3433.0,2.376,1,0.0,0.0,0.0,0.0
92548,320264.07,295.565,40,24879.07,4.15,2.0,0.07768298829150581
92549,350051.85,289.612,21,0.0,0.0,0.0,0.0
92551,5885269.94,5842.66,90,339567.74,120.73,25.0,0.05769790399792604
92553,2013304.89,3120.249,116,2277687.69,1285.045,90.0,1.1313178154551644
92554,4864.0,3.04,1,0.0,0.0,0.0,0.0
92555,2276124.21,2222.919,240,169739.53,47.715,10.0,0.07457393109491156
92557,1222756.27,1756.667,289,985432.07,458.22,25.0,0.8059104616163612
92561,11576.0,13.965,3,0.0,0.0,0.0,0.0
92562,13622365.2817,15069.101,1220,635072.42,363.565,9.0,0.046619834872079303
92563,3799224.02,6470.51,811,157214.97,29.48,9.0,0.04138081070565563
92564,807.0,4.86,1,0.0,0.0,0.0,0.0
92567,1008923.28,1708.202,105,47528.28,10.265,3.0,0.047107922814507756
92570,7161872.51,7857.855,332,1031828.44,496.22,75.0,0.1440724389549347
92571,438472.21,562.147,118,1136909.21,586.9,68.0,2.5928877225765343
92572,895965.0,626.4,1,7581.0,2.85,1.0,0.008461268018281964
92581,406424.0,1735.685,11,14328.0,5.415,1.0,0.035253823593094896
92582,2331450.92,3651.029,151,520190.92,317.09499999999997,19.0,0.22311896662186653
92583,1494537.63,2454.727,157,666915.13,325.595,21.0,0.44623508743637325
92584,6184444.1,9602.629,649,94954.1,19.055,5.0,0.015353700100547438
92585,807054.7092,1553.339,258,268795.43,220.465,6.0,0.3330572598559592
92586,651726.39,768.192,155,294841.43,55.375,14.0,0.45240063088438076
92587,1578415.17,3113.549,411,89998.58,18.285,4.0,0.05701831920431936
92589,313848.0,860.521,36,0.0,0.0,0.0,0.0
92590,4320275.26,3773.071,112,2244812.4,1466.12,18.0,0.5195993923776051
92591,6790149.07,7265.269,400,56228.19,19.095,4.0,0.008280847654497813
92592,6447300.65,13547.153,1178,320481.95,205.80499999999998,7.0,0.049707926991119915
92595,1503287.17,2689.26,433,117153.59999999999,21.275,5.0,0.0779316170176587
92596,6405054.449999999,3944.975,429,134995.89,26.929,6.0,0.021076462511571626
92602,898787.0,1684.041,83,440505.0,209.495,2.0,0.4901105601215861
92603,1787372.21,2262.357,128,282076.0,211.99,1.0,0.15781603765675645
92604,2379485.91,2520.907,109,0.0,0.0,0.0,0.0
92605,157029.65,226.548,23,0.0,0.0,0.0,0.0
92606,1996692.84,1297.192,73,457705.14,158.435,11.0,0.22923162282687407
92607,753301.0,456.255,4,0.0,0.0,0.0,0.0
92609,21622.0,12.384,2,0.0,0.0,0.0,0.0
92610,1614501.0,2041.3580000000002,97,0.0,0.0,0.0,0.0
92612,3074147.5,1775.436,49,0.0,0.0,0.0,0.0
92614,1156444.09,1922.576,53,56959.0,58.88,1.0,0.049253570053697966
92617,231105.91,323.767,34,0.0,0.0,0.0,0.0
92618,8278234.92,6818.834,83,788088.0,664.14,4.0,0.09520000430236643
92620,4384281.1,4664.561,215,1827955.0,1444.46,9.0,0.41693380472342434
92624,68823.0,94.864,23,0.0,0.0,0.0,0.0
92625,660398.0,744.766,93,0.0,0.0,0.0,0.0
92626,3754149.48,6163.6939999999995,259,0.0,0.0,0.0,0.0
92627,1489971.85,1775.934,135,47141.97,13.34,2.0,0.03163950379330992
92629,245996.0,454.315,75,0.0,0.0,0.0,0.0
92630,1365591.25,2290.4575,417,0.0,0.0,0.0,0.0
92637,194789.0,378.718,49,0.0,0.0,0.0,0.0
92646,3451900.46,4527.929,409,0.0,0.0,0.0,0.0
92647,2625227.3,3446.82,230,104545.0,102.215,3.0,0.039823218355225856
92648,3351829.2800000003,3429.733,159,852417.0,440.83,5.0,0.25431396673042966
92649,757234.06,1283.067,204,0.0,0.0,0.0,0.0
92650,1395.0,1.584,1,0.0,0.0,0.0,0.0
92651,1045525.02,1188.754,198,0.0,18.0,1.0,0.0
92652,6969.85,3.4,1,0.0,0.0,0.0,0.0
92653,1008162.29,2406.249,263,0.0,6.0,1.0,0.0
92655,134639.0,97.035,14,82761.0,24.84,1.0,0.6146881661331413
92656,1120102.8,1929.715,194,0.0,0.0,0.0,0.0
92657,534649.0,523.1129999999999,55,0.0,0.0,0.0,0.0
92660,2005239.8075,2031.498,191,500894.0,325.0,1.0,0.24979256751564363
92661,25607.0,72.06,9,0.0,0.0,0.0,0.0
92662,42830.0,53.115,8,0.0,0.0,0.0,0.0
92663,657587.0,933.2940000000001,60,0.0,0.0,0.0,0.0
92672,537095.0,714.593,121,0.0,0.0,0.0,0.0
92673,2337334.0,3571.783,210,0.0,0.0,0.0,0.0
92675,2484329.9,3074.8450000000003,160,0.0,0.0,0.0,0.0
92676,72643.0,113.386,18,0.0,0.0,0.0,0.0
92677,5581580.9,4454.333,333,0.0,0.0,0.0,0.0
92678,40480.0,46.175,6,0.0,0.0,0.0,0.0
92679,1647959.37,2906.902,456,0.0,0.0,0.0,0.0
92683,3685278.19,3904.458,277,1169877.5,817.4549999999999,13.0,0.3174461844358078
92688,3085224.44,3243.4,249,0.0,0.0,0.0,0.0
92691,3147996.1349,6091.4439999999995,475,0.0,0.0,0.0,0.0
92692,950536.49,1715.244,315,0.0,350.14,1.0,0.0
92694,1031790.0,1327.694,156,0.0,0.0,0.0,0.0
92697,2375709.0,2000.25,2,0.0,0.0,0.0,0.0
92701,3755604.52,3524.116,50,1048339.52,450.065,24.0,0.2791400197803575
92703,832063.89,782.48,34,150821.89,220.85500000000002,8.0,0.18126239080030263
92704,9234536.8,7785.098,86,2077398.8,1054.685,12.0,0.2249597186076512
92705,7687231.9944,7253.11,562,3345574.36,1056.93,4.0,0.4352118372955553
92706,2112878.89,1845.107,99,724702.0,552.04,5.0,0.3429926833146598
92707,2994855.7199999997,2350.038,59,257940.72,68.345,18.0,0.08612792872706403
92708,4430005.57,3432.535,349,0.0,0.0,0.0,0.0
92727,6074.0,3.28,1,0.0,0.0,0.0,0.0
92757,1697.0,1.8,1,0.0,0.0,0.0,0.0
92780,2592603.9,2901.722,218,867680.0,707.745,4.0,0.33467511176697684
92782,1530151.05,1594.252,113,0.0,0.0,0.0,0.0
92801,2392.0,1.8,1,0.0,0.0,0.0,0.0
92804,74222.0,183.682,27,34765.0,29.837,2.0,0.46839212093449384
92807,14178.0,11.635,3,0.0,0.0,0.0,0.0
92821,9808198.3,6211.623,271,1422463.25,582.72,6.0,0.1450279864345728
92823,244055.0,705.564,43,0.0,0.0,0.0,0.0
92831,3532784.0,3236.119,164,0.0,0.0,0.0,0.0
92832,629502.92,766.848,72,418659.92,326.17,25.0,0.6650643018462884
92833,557391.65,1383.766,155,0.0,0.0,0.0,0.0
92834,387.0,0.165,1,0.0,0.0,0.0,0.0
92835,2162259.0,2247.694,266,239527.0,83.2,1.0,0.11077627610753384
92840,2903597.0,2248.382,129,2301501.0,1058.76,1.0,0.7926378901755305
92841,1797412.0,1300.526,84,226809.0,95.965,2.0,0.1261864280420961
92843,1146158.18,1263.417,52,902587.0,618.6949999999999,5.0,0.7874890357629346
92844,135342.0,214.736,35,14070.0,5.135,1.0,0.10395885977745267
92845,287201.0,531.432,99,0.0,0.0,0.0,0.0
92856,79637.0,182.288,19,0.0,0.0,0.0,0.0
92860,2161802.0,3938.935,443,301472.0,114.8,2.0,0.13945402955497313
92861,972578.0,1357.788,182,0.0,0.0,0.0,0.0
92862,1188.0,4.16,1,0.0,0.0,0.0,0.0
92865,2572860.0,2005.773,126,20919.0,49.695,3.0,0.0081306406100604
92866,198135.62,322.81,44,0.0,0.0,0.0,0.0
92867,1563828.0,3084.657,336,0.0,0.0,0.0,0.0
92868,1257487.5,1529.7050000000002,39,72437.0,74.88,1.0,0.05760454875296971
92869,1827740.55,2680.362,350,0.0,0.0,0.0,0.0
92870,1573274.92,2377.168,426,780164.82,796.5849999999999,4.0,0.49588588115292653
92877,84985.54000000001,52.325,9,0.0,0.0,0.0,0.0
92879,3053111.73,3487.9840000000004,180,152803.98,76.99,8.0,0.050048604018825084
92880,6170534.2934,6477.366,733,1355043.56,490.73,9.0,0.21959906477618218
92881,2950129.05,5358.959,524,82385.4,15.41,4.0,0.027926032591692896
92882,3961229.58,3851.929,437,3125520.2,1751.03,16.0,0.7890277846506438
92883,1284347.19,2850.5190000000002,469,67082.19,11.440000000000001,2.0,0.0522305732611133
92885,240792.0,938.542,23,0.0,0.0,0.0,0.0
92886,3752731.34,4955.067,605,117094.28,103.05000000000001,4.0,0.031202414825677344
92887,2574093.3,2197.17,253,0.0,0.0,0.0,0.0
92911,5826.0,4.6,1,0.0,0.0,0.0,0.0
92914,8640.0,6.72,1,0.0,0.0,0.0,0.0
92942,2122.0,1.728,1,0.0,0.0,0.0,0.0
93001,924696.85,1315.614,112,222716.97,67.28999999999999,6.0,0.24085403773139274
93003,4362182.15,3086.647,199,0.0,0.0,0.0,0.0
93004,913818.5,880.472,118,26006.5,4.6,1.0,0.028459152446574456
93006,11396.0,6.075,1,0.0,0.0,0.0,0.0
93009,707054.0,1122.2,1,0.0,0.0,0.0,0.0
93010,2471498.76,3173.737,427,816024.0,292.22,4.0,0.3301737444529408
93012,5366010.720000001,4326.144,336,0.0,0.0,0.0,0.0
93013,558080.35,545.565,77,696798.0,446.71,4.0,1.2485621470098347
93015,731918.59,2085.38,84,46468.0,11.299999999999999,3.0,0.06348793518142502
93020,248995.4,99.22,3,0.0,0.0,0.0,0.0
93021,4126893.93,3999.1569999999997,302,1137171.65,644.625,12.0,0.2755514605629808
93022,224773.0,327.387,54,0.0,0.0,0.0,0.0
93023,3075800.41,3076.953,303,138989.0,43.01,1.0,0.04518791256679753
93030,14510113.879999999,12150.037,209,6348778.07,2055.874,136.0,0.4375415742774309
93033,2123965.93,1469.24,46,644746.93,194.62,3.0,0.3035580377694665
93035,153022.65,237.243,56,0.0,0.0,0.0,0.0
93036,4231398.34,5129.692,67,50024.34,11.615,5.0,0.011822176968571576
93040,1074023.31,147.918,69,1186421.31,247.76,83.0,1.1046513599411543
93041,18954.0,63.656,14,96422.0,73.60000000000001,6.0,5.08715838345468
93043,137563.0,91.85,2,0.0,0.0,0.0,0.0
93060,4844404.5,3137.347,64,502410.82,209.37,4.0,0.10370951063231817
93062,2531754.0,3250.365,25,0.0,0.0,0.0,0.0
93063,3055418.58,6830.939,639,1631221.0,2812.91,10.0,0.5338780783351785
93064,558925.0,362.89,2,0.0,0.0,0.0,0.0
93065,12590343.59,14552.84,818,483037.97,199.625,7.0,0.03836574963559036
93066,344209.0,399.582,42,0.0,0.0,0.0,0.0
93067,10557.0,8.96,2,0.0,0.0,0.0,0.0
93101,1353197.0,839.107,82,680297.0,417.97,10.0,0.502733157108684
93103,595482.0,545.922,83,79568.0,80.0,1.0,0.13361948807856494
93105,1411992.95,1521.893,234,236180.0,121.03999999999999,2.0,0.16726712410285052
93106,778804.0,587.74,5,0.0,0.0,0.0,0.0
93108,1594647.4,1399.981,215,0.0,0.0,0.0,0.0
93109,981254.0,704.024,98,0.0,0.0,0.0,0.0
93110,3122307.51,2345.3489999999997,139,627310.0,634.86,3.0,0.20091230539941277
93111,897994.0,1186.611,171,0.0,0.0,0.0,0.0
93117,4987169.74,3522.062,230,2135266.0,850.495,16.0,0.42815185993649374
93202,226202.03,612.75,17,270468.03,81.64,17.0,1.1956923198257772
93203,1032292.0,1506.134,26,930975.0,324.99,22.0,0.9018523828529137
93204,928156.54,1425.319,19,84237.54000000001,52.0,6.0,0.09075790167895602
93205,57960.75,55.744,13,16797.0,6.16,1.0,0.28979956263505907
93206,2982969.0,2594.667,8,0.0,0.0,0.0,0.0
93207,9355.0,16.56,1,0.0,0.0,0.0,0.0
93208,15647.0,11.28,1,0.0,0.0,0.0,0.0
93210,4627825.0,8952.903,39,14820.0,5.46,1.0,0.0032023682831567746
93212,3637096.46,10880.938,41,245405.46,83.69500000000001,21.0,0.0674729039218278
93215,23520574.45,35353.009,163,1046337.05,533.625,56.0,0.044486032950611036
93218,2043415.55,1127.94,6,107252.55,37.945,8.0,0.05248690115918908
93219,1492574.15,5018.3150000000005,45,538983.15,147.665,38.0,0.3611097981296273
93220,669173.0,1659.85,3,0.0,0.0,0.0,0.0
93221,2893671.3400000003,3595.768,204,369995.41,127.8,27.0,0.12786366056346948
93222,22688.0,15.51,3,0.0,0.0,0.0,0.0
93223,752818.88,1082.58,31,1116520.88,355.91,79.0,1.483120189546787
93225,79417.0,104.051,21,0.0,0.0,0.0,0.0
93226,40429.0,61.235,6,0.0,0.0,0.0,0.0
93227,1270004.78,652.14,95,1445275.78,432.305,119.0,1.1380081419851034
93230,16875358.88,27881.881,581,2132375.62,639.971,138.0,0.12636031240361983
93234,2741815.0,1842.9,10,25492.0,6.99,2.0,0.009297490895629356
93235,282788.76,302.79,10,175532.76,62.56,14.0,0.6207204275021397
93238,46609.5,42.535,7,0.0,0.0,0.0,0.0
93239,771865.0,2777.54,8,0.0,0.0,0.0,0.0
93240,191318.56,280.674,45,42237.0,15.52,5.0,0.2207679171325563
93241,747267.5900000001,2324.1400000000003,9,63727.59,24.755,7.0,0.08528081620668172
93242,122826.0,200.397,24,0.0,0.0,0.0,0.0
93243,781430.0,1805.675,2,0.0,0.0,0.0,0.0
93244,94679.93,91.751,13,0.0,0.0,0.0,0.0
93245,5691549.8100000005,8217.99,248,823803.81,428.31899999999996,17.0,0.14474156205267402
93247,8390420.6,6886.606,202,5864216.25,2336.4900000000002,306.0,0.6989180315942684
93249,15254.0,14.24,2,0.0,0.0,0.0,0.0
93250,2602519.0,2011.25,20,87369.0,32.335,8.0,0.03357093646578565
93252,9150.0,5.76,1,0.0,0.0,0.0,0.0
93254,138934.0,204.6,3,77982.0,29.215,8.0,0.5612880936271899
93255,33487.0,24.82,4,0.0,0.0,0.0,0.0
93256,3463662.0,16690.989999999998,35,97269.0,33.85,8.0,0.028082705529581118
93257,18053126.67,22235.25,608,6636090.7,2281.872,411.0,0.3675867799137311
93260,1040.0,6.3,1,0.0,0.0,0.0,0.0
93261,4777799.45,3989.61,11,72735.0,26.8,6.0,0.015223535596497252
93262,25931.0,21.42,1,0.0,0.0,0.0,0.0
93263,3917918.77,8326.451,108,98332.77,30.86,5.0,0.025098215601851288
93265,391820.95,612.359,77,0.0,0.0,0.0,0.0
93266,221239.0,680.515,9,18678.0,6.95,2.0,0.08442453636112981
93267,2941150.11,6954.697999999999,54,383062.11,124.27,24.0,0.13024228470950094
93268,1880316.0,2989.011,68,0.0,0.0,0.0,0.0
93270,7362427.2,4654.982,49,276233.8,88.595,20.0,0.03751939306102748
93271,210279.73,281.86,44,0.0,0.0,0.0,0.0
93272,5491830.0,25960.445,41,68325.0,25.21,6.0,0.012441208121882869
93274,20759746.49,51868.182,619,3634210.03,1357.315,175.0,0.17506042435299507
93276,1730420.0,1642.6200000000001,5,0.0,0.0,0.0,0.0
93277,10614253.41,17173.916,456,1197690.05,578.2,36.0,0.11283789860072693
93280,4265103.9,8331.152,54,470846.9,213.715,27.0,0.11039517700846631
93282,3234.0,15.564,2,0.0,0.0,0.0,0.0
93283,72127.02,66.825,13,0.0,0.0,0.0,0.0
93285,102288.0,175.245,20,0.0,0.0,0.0,0.0
93286,895626.91,1421.7,72,1675155.91,782.908,71.0,1.8703724634624923
93287,983.0,5.88,2,0.0,0.0,0.0,0.0
93290,14550.06,7.26,1,0.0,0.0,0.0,0.0
93291,8703944.65,12186.768,524,3084733.92,1284.55,209.0,0.354406426516051
93292,5119496.3,6592.907,414,1010645.75,351.011,78.0,0.1974111691417767
93301,942816.94,1063.5339999999999,40,70633.94,18.119999999999997,5.0,0.07491797930571761
93304,976496.0,1698.252,73,233377.0,123.065,8.0,0.23899432255738887
93305,3220767.0,1682.624,58,224158.0,138.595,9.0,0.0695977076267858
93306,7060559.08,5060.082,352,2079368.0,1718.83,6.0,0.2945047235551211
93307,4199595.99,6964.203,126,620701.99,373.01,21.0,0.1478004054385241
93308,12541865.0,8743.961,359,72960.0,26.830000000000002,6.0,0.005817316643098933
93309,1368827.0,2434.674,281,197805.0,72.065,11.0,0.14450693915301202
93310,12045.21,5.775,1,0.0,0.0,0.0,0.0
93311,4104348.0,4618.9039999999995,465,0.0,0.0,0.0,0.0
93312,3783487.0,7460.8949999999995,900,0.0,0.0,0.0,0.0
93313,5287934.3100000005,5072.313,255,99759.31,36.305,8.0,0.018865459393348626
93314,2767852.0,5782.485,686,1439164.0,1124.125,2.0,0.5199569919200883
93384,2266.0,7.92,1,0.0,0.0,0.0,0.0
93401,4341809.28,4176.647,268,433524.28,388.69,7.0,0.09984876166647283
93402,550554.75,851.621,101,242207.75,160.715,3.0,0.43993399384893145
93403,154224.0,86.24,1,0.0,0.0,0.0,0.0
93405,2468702.17,1823.612,150,1639966.17,649.34,13.0,0.664302964500574
93409,219084.0,897.75,1,0.0,0.0,0.0,0.0
93420,2150417.67,2957.283,320,996090.67,573.134,21.0,0.4632080008903573
93422,1399402.71,2304.589,210,803550.71,308.718,36.0,0.5742097712530513
93423,264745.0,124.375,2,0.0,0.0,0.0,0.0
93424,5194.0,28.84,5,165630.0,112.0,1.0,31.888717751251445
93426,108009.0,221.7,17,0.0,0.0,0.0,0.0
93427,196447.0,356.707,13,0.0,0.0,0.0,0.0
93428,121334.0,115.977,27,140861.0,89.07,2.0,1.1609359289234675
93429,1612500.0,1135.2,1,0.0,0.0,0.0,0.0
93430,90429.0,178.005,26,0.0,130.0,1.0,0.0
93432,140634.0,193.79,25,0.0,0.0,0.0,0.0
93433,89580.0,113.179,27,56885.0,60.0,1.0,0.6350189774503238
93434,536511.24,186.01,15,930733.24,423.401,15.0,1.7347879608263193
93435,14750.0,13.86,2,0.0,0.0,0.0,0.0
93436,218872.0,372.575,45,51055.0,35.0,1.0,0.2332641909426514
93440,267088.42,62.676,22,299219.42,81.395,22.0,1.1203009849696965
93441,85062.0,112.047,20,0.0,0.0,0.0,0.0
93442,412550.0,597.553,48,530900.0,359.0,3.0,1.2868743182644529
93444,1603489.27,1767.03,177,575412.27,122.41,43.0,0.35885009071498186
93445,186196.63,12.225000000000001,18,551792.63,299.485,17.0,2.9634941835413455
93446,12317661.7725,8920.443,365,1035496.64,565.55,31.0,0.08406600693581433
93447,25451.0,13.23,2,0.0,0.0,0.0,0.0
93449,108704.0,161.385,24,22200.0,15.0,1.0,0.204224315572564
93451,2524936.87,1563.7300000000002,72,813278.32,235.06,73.0,0.3220984768621165
93453,58720.0,106.005,19,0.0,0.0,0.0,0.0
93454,6457367.0,4410.303,60,1221714.0,489.065,11.0,0.18919692809778352
93455,2668370.9,3117.963,91,521011.9,313.74,7.0,0.19525467767618063
93458,3185739.0,3166.77,18,2066939.0,901.17,44.0,0.6488098993671484
93460,784579.0,940.61,103,0.0,0.0,0.0,0.0
93461,56536.0,82.28999999999999,9,0.0,0.0,0.0,0.0
93463,251274.0,345.65999999999997,54,0.0,0.0,0.0,0.0
93464,4155.0,13.420000000000002,2,0.0,0.0,0.0,0.0
93465,1272393.92,893.475,154,730396.25,249.293,36.0,0.5740331186115696
93501,2456528.0,1180.8449999999998,25,744525.0,493.43999999999994,2.0,0.30308020099913374
93504,1574.0,7.5,1,0.0,0.0,0.0,0.0
93505,3862029.69,5487.927000000001,128,0.0,0.0,0.0,0.0
93510,941755.18,1389.684,189,0.0,0.0,0.0,0.0
93512,74731.0,103.46,5,85974.0,32.0,8.0,1.1504462672786393
93513,12179.0,7.59,1,0.0,0.0,0.0,0.0
93514,3832511.2199999997,1776.102,192,2840319.04,862.53,224.0,0.7411117350884103
93516,757637.0,409.19,10,101571.0,105.0,1.0,0.13406288235659028
93517,43554.24,31.625,5,11472.24,2.5,1.0,0.26340122109810665
93518,55065.0,77.104,16,0.0,0.0,0.0,0.0
93519,2028.0,11.76,1,0.0,0.0,0.0,0.0
93523,5620050.0,4930.455,15,25164.0,9.260000000000002,2.0,0.0044775402354071585
93527,179991.76,228.518,37,0.0,0.0,0.0,0.0
93529,7541.0,4.6,1,0.0,0.0,0.0,0.0
93531,66136.0,78.709,12,0.0,0.0,0.0,0.0
93532,124036.0,199.984,13,0.0,0.0,0.0,0.0
93534,13895551.35,10538.194,219,3263915.06,1395.675,34.0,0.2348892086243127
93535,20346951.1,16261.726,408,3591374.04,2597.65,49.0,0.1765067415923558
93536,14328971.63,17513.042,1056,83742.23999999999,39.38,4.0,0.005844260297415355
93541,89292.97,95.734,11,0.0,0.0,0.0,0.0
93543,2932264.24,3110.638,96,191161.24,37.39,9.0,0.06519236479178969
93544,5747821.7,1931.915,11,0.0,0.0,0.0,0.0
93546,3568604.0,1230.66,37,0.0,0.0,0.0,0.0
93550,12399733.95,10143.632,237,2480086.35,1772.26,73.0,0.2000112550801947
93551,13273345.7589,13261.804,868,207537.54,187.62,3.0,0.015635661405176807
93552,5239558.32,5038.677,201,313162.77,101.49,5.0,0.05976892533185889
93553,158063.72999999998,277.126,26,20506.73,3.57,1.0,0.12973710034553784
93555,4663520.07,3685.774,366,651950.5,417.69,3.0,0.13979794022844205
93560,3637050.99,2701.223,258,3297757.0,1171.6399999999999,6.0,0.9067117862980524
93561,3581162.0,4129.490000000001,202,813947.0,543.15,4.0,0.22728572457766502
93562,16888.0,38.928,7,148604.0,94.905,1.0,8.799384178114638
93563,925.0,5.4,1,0.0,0.0,0.0,0.0
93567,8780.0,4.8,1,0.0,0.0,0.0,0.0
93591,4969018.87,2487.507,33,234103.27,56.46,13.0,0.04711257415691802
93601,130424.0,192.501,26,0.0,0.0,0.0,0.0
93602,243855.0,294.536,41,0.0,0.0,0.0,0.0
93603,18472.0,24.735,3,0.0,0.0,0.0,0.0
93607,5824.0,2.8,2,0.0,0.0,0.0,0.0
93608,452907.0,2265.6000000000004,2,13584.0,5.005,1.0,0.029992912452225292
93609,2950155.0,3288.062,36,26985.0,10.129999999999999,3.0,0.009146977023241151
93610,4296471.1,6677.648,83,49057.1,24.705,5.0,0.011417998366147512
93611,5528298.41,7290.3895,768,301273.41000000003,63.996,19.0,0.054496589665824505
93612,2807464.73,2626.583,157,2116165.73,1288.6470000000002,49.0,0.7537639591290609
93614,942599.71,1413.333,138,46429.71,7.92,1.0,0.049257080717752394
93615,425676.0,1489.535,6,49806.0,18.475,4.0,0.11700448228229922
93616,100831.53,48.546,8,91155.53,19.82,4.0,0.9040379532076921
93618,8807072.0,7303.848,90,572204.0,208.102,48.0,0.06497096878508545
93619,5571985.0,8132.7295,870,0.0,0.0,0.0,0.0
93620,170107.0,355.53,18,71346.0,26.17,6.0,0.41941836608722743
93621,26299.0,34.38,2,0.0,0.0,0.0,0.0
93622,1804535.05,2776.695,44,472951.05,205.44199999999998,24.0,0.2620902542181156
